time (UTC),aFRR-_capacity_marginal_price[(EUR/MW)/h]
2022-01-20 11:00:00 UTC+0000,5.63
2022-01-20 15:00:00 UTC+0000,1.99
2022-01-20 19:00:00 UTC+0000,6.9
2022-01-20 23:00:00 UTC+0000,34.35
2022-01-21 03:00:00 UTC+0000,23.06
2022-01-21 07:00:00 UTC+0000,1.4
2022-01-21 11:00:00 UTC+0000,2.7
2022-01-21 15:00:00 UTC+0000,1.16
2022-01-21 19:00:00 UTC+0000,3.94
2022-01-21 23:00:00 UTC+0000,24.75
2022-01-22 03:00:00 UTC+0000,15.83
2022-01-22 07:00:00 UTC+0000,1.0
2022-01-22 11:00:00 UTC+0000,1.45
2022-01-22 15:00:00 UTC+0000,0.65
2022-01-22 19:00:00 UTC+0000,2.15
2022-01-22 23:00:00 UTC+0000,16.13
2022-01-23 03:00:00 UTC+0000,10.19
2022-01-23 07:00:00 UTC+0000,0.77
2022-01-23 11:00:00 UTC+0000,1.01
2022-01-23 15:00:00 UTC+0000,0.5
2022-01-23 19:00:00 UTC+0000,1.34
2022-01-23 23:00:00 UTC+0000,15.34
2022-01-24 03:00:00 UTC+0000,8.75
2022-01-24 07:00:00 UTC+0000,1.0
2022-01-24 11:00:00 UTC+0000,1.0
2022-01-24 15:00:00 UTC+0000,0.88
2022-01-24 19:00:00 UTC+0000,1.1
2022-01-24 23:00:00 UTC+0000,14.12
2022-01-25 03:00:00 UTC+0000,7.4
2022-01-25 07:00:00 UTC+0000,0.63
2022-01-25 11:00:00 UTC+0000,0.66
2022-01-25 15:00:00 UTC+0000,0.51
2022-01-25 19:00:00 UTC+0000,1.0
2022-01-25 23:00:00 UTC+0000,11.74
2022-01-26 03:00:00 UTC+0000,5.95
2022-01-26 07:00:00 UTC+0000,0.84
2022-01-26 11:00:00 UTC+0000,1.04
2022-01-26 15:00:00 UTC+0000,0.84
2022-01-26 19:00:00 UTC+0000,4.0
2022-01-26 23:00:00 UTC+0000,48.0
2022-01-27 03:00:00 UTC+0000,33.14
2022-01-27 07:00:00 UTC+0000,1.82
2022-01-27 11:00:00 UTC+0000,4.16
2022-01-27 15:00:00 UTC+0000,1.92
2022-01-27 19:00:00 UTC+0000,13.69
2022-01-27 23:00:00 UTC+0000,70.0
2022-01-28 03:00:00 UTC+0000,45.85
2022-01-28 07:00:00 UTC+0000,1.15
2022-01-28 11:00:00 UTC+0000,1.91
2022-01-28 15:00:00 UTC+0000,1.0
2022-01-28 19:00:00 UTC+0000,4.7
2022-01-28 23:00:00 UTC+0000,38.0
2022-01-29 03:00:00 UTC+0000,28.0
2022-01-29 07:00:00 UTC+0000,8.12
2022-01-29 11:00:00 UTC+0000,10.76
2022-01-29 15:00:00 UTC+0000,9.84
2022-01-29 19:00:00 UTC+0000,19.66
2022-01-29 23:00:00 UTC+0000,59.88
2022-01-30 03:00:00 UTC+0000,44.44
2022-01-30 07:00:00 UTC+0000,16.96
2022-01-30 11:00:00 UTC+0000,24.22
2022-01-30 15:00:00 UTC+0000,4.72
2022-01-30 19:00:00 UTC+0000,8.57
2022-01-30 23:00:00 UTC+0000,29.06
2022-01-31 03:00:00 UTC+0000,22.33
2022-01-31 07:00:00 UTC+0000,3.94
2022-01-31 11:00:00 UTC+0000,5.25
2022-01-31 15:00:00 UTC+0000,1.3
2022-01-31 19:00:00 UTC+0000,3.14
2022-01-31 23:00:00 UTC+0000,20.0
2022-02-01 03:00:00 UTC+0000,12.3
2022-02-01 07:00:00 UTC+0000,2.0
2022-02-01 11:00:00 UTC+0000,4.08
2022-02-01 15:00:00 UTC+0000,2.0
2022-02-01 19:00:00 UTC+0000,14.6
2022-02-01 23:00:00 UTC+0000,55.0
2022-02-02 03:00:00 UTC+0000,33.06
2022-02-02 07:00:00 UTC+0000,4.16
2022-02-02 11:00:00 UTC+0000,3.6
2022-02-02 15:00:00 UTC+0000,1.2
2022-02-02 19:00:00 UTC+0000,3.7
2022-02-02 23:00:00 UTC+0000,18.44
2022-02-03 03:00:00 UTC+0000,11.42
2022-02-03 07:00:00 UTC+0000,1.63
2022-02-03 11:00:00 UTC+0000,2.03
2022-02-03 15:00:00 UTC+0000,0.9
2022-02-03 19:00:00 UTC+0000,3.4
2022-02-03 23:00:00 UTC+0000,15.02
2022-02-04 03:00:00 UTC+0000,8.26
2022-02-04 07:00:00 UTC+0000,1.37
2022-02-04 11:00:00 UTC+0000,2.47
2022-02-04 15:00:00 UTC+0000,1.74
2022-02-04 19:00:00 UTC+0000,10.42
2022-02-04 23:00:00 UTC+0000,43.75
2022-02-05 03:00:00 UTC+0000,32.0
2022-02-05 07:00:00 UTC+0000,6.41
2022-02-05 11:00:00 UTC+0000,25.46
2022-02-05 15:00:00 UTC+0000,4.1
2022-02-05 19:00:00 UTC+0000,14.26
2022-02-05 23:00:00 UTC+0000,63.26
2022-02-06 03:00:00 UTC+0000,46.29
2022-02-06 07:00:00 UTC+0000,15.81
2022-02-06 11:00:00 UTC+0000,20.4
2022-02-06 15:00:00 UTC+0000,5.54
2022-02-06 19:00:00 UTC+0000,10.64
2022-02-06 23:00:00 UTC+0000,52.76
2022-02-07 03:00:00 UTC+0000,30.0
2022-02-07 07:00:00 UTC+0000,6.16
2022-02-07 11:00:00 UTC+0000,15.36
2022-02-07 15:00:00 UTC+0000,3.1
2022-02-07 19:00:00 UTC+0000,5.85
2022-02-07 23:00:00 UTC+0000,28.62
2022-02-08 03:00:00 UTC+0000,19.11
2022-02-08 07:00:00 UTC+0000,2.86
2022-02-08 11:00:00 UTC+0000,5.6
2022-02-08 15:00:00 UTC+0000,1.68
2022-02-08 19:00:00 UTC+0000,3.99
2022-02-08 23:00:00 UTC+0000,20.85
2022-02-09 03:00:00 UTC+0000,13.96
2022-02-09 07:00:00 UTC+0000,2.5
2022-02-09 11:00:00 UTC+0000,7.5
2022-02-09 15:00:00 UTC+0000,1.0
2022-02-09 19:00:00 UTC+0000,2.24
2022-02-09 23:00:00 UTC+0000,11.8
2022-02-10 03:00:00 UTC+0000,7.61
2022-02-10 07:00:00 UTC+0000,1.31
2022-02-10 11:00:00 UTC+0000,2.55
2022-02-10 15:00:00 UTC+0000,0.8
2022-02-10 19:00:00 UTC+0000,2.42
2022-02-10 23:00:00 UTC+0000,15.29
2022-02-11 03:00:00 UTC+0000,10.5
2022-02-11 07:00:00 UTC+0000,1.76
2022-02-11 11:00:00 UTC+0000,6.14
2022-02-11 15:00:00 UTC+0000,0.64
2022-02-11 19:00:00 UTC+0000,1.74
2022-02-11 23:00:00 UTC+0000,10.64
2022-02-12 03:00:00 UTC+0000,7.25
2022-02-12 07:00:00 UTC+0000,1.56
2022-02-12 11:00:00 UTC+0000,9.71
2022-02-12 15:00:00 UTC+0000,1.28
2022-02-12 19:00:00 UTC+0000,4.55
2022-02-12 23:00:00 UTC+0000,19.72
2022-02-13 03:00:00 UTC+0000,17.54
2022-02-13 07:00:00 UTC+0000,15.56
2022-02-13 11:00:00 UTC+0000,32.2
2022-02-13 15:00:00 UTC+0000,4.0
2022-02-13 19:00:00 UTC+0000,8.46
2022-02-13 23:00:00 UTC+0000,53.65
2022-02-14 03:00:00 UTC+0000,34.57
2022-02-14 07:00:00 UTC+0000,5.5
2022-02-14 11:00:00 UTC+0000,13.0
2022-02-14 15:00:00 UTC+0000,1.9
2022-02-14 19:00:00 UTC+0000,3.9
2022-02-14 23:00:00 UTC+0000,20.44
2022-02-15 03:00:00 UTC+0000,13.08
2022-02-15 07:00:00 UTC+0000,2.6
2022-02-15 11:00:00 UTC+0000,5.45
2022-02-15 15:00:00 UTC+0000,1.24
2022-02-15 19:00:00 UTC+0000,6.48
2022-02-15 23:00:00 UTC+0000,26.26
2022-02-16 03:00:00 UTC+0000,11.35
2022-02-16 07:00:00 UTC+0000,1.86
2022-02-16 11:00:00 UTC+0000,4.11
2022-02-16 15:00:00 UTC+0000,1.19
2022-02-16 19:00:00 UTC+0000,7.85
2022-02-16 23:00:00 UTC+0000,52.98
2022-02-17 03:00:00 UTC+0000,29.23
2022-02-17 07:00:00 UTC+0000,7.55
2022-02-17 11:00:00 UTC+0000,30.57
2022-02-17 15:00:00 UTC+0000,2.88
2022-02-17 19:00:00 UTC+0000,7.3
2022-02-17 23:00:00 UTC+0000,34.32
2022-02-18 03:00:00 UTC+0000,15.98
2022-02-18 07:00:00 UTC+0000,6.22
2022-02-18 11:00:00 UTC+0000,15.0
2022-02-18 15:00:00 UTC+0000,4.0
2022-02-18 19:00:00 UTC+0000,6.82
2022-02-18 23:00:00 UTC+0000,39.63
2022-02-19 03:00:00 UTC+0000,32.04
2022-02-19 07:00:00 UTC+0000,82.83
2022-02-19 11:00:00 UTC+0000,134.83
2022-02-19 15:00:00 UTC+0000,13.06
2022-02-19 19:00:00 UTC+0000,6.12
2022-02-19 23:00:00 UTC+0000,25.61
2022-02-20 03:00:00 UTC+0000,19.43
2022-02-20 07:00:00 UTC+0000,27.89
2022-02-20 11:00:00 UTC+0000,39.63
2022-02-20 15:00:00 UTC+0000,7.75
2022-02-20 19:00:00 UTC+0000,10.49
2022-02-20 23:00:00 UTC+0000,53.25
2022-02-21 03:00:00 UTC+0000,26.5
2022-02-21 07:00:00 UTC+0000,11.81
2022-02-21 11:00:00 UTC+0000,23.47
2022-02-21 15:00:00 UTC+0000,3.54
2022-02-21 19:00:00 UTC+0000,5.74
2022-02-21 23:00:00 UTC+0000,63.9
2022-02-22 03:00:00 UTC+0000,18.2
2022-02-22 07:00:00 UTC+0000,5.67
2022-02-22 11:00:00 UTC+0000,11.99
2022-02-22 15:00:00 UTC+0000,2.12
2022-02-22 19:00:00 UTC+0000,4.43
2022-02-22 23:00:00 UTC+0000,49.26
2022-02-23 03:00:00 UTC+0000,12.44
2022-02-23 07:00:00 UTC+0000,4.4
2022-02-23 11:00:00 UTC+0000,12.84
2022-02-23 15:00:00 UTC+0000,1.42
2022-02-23 19:00:00 UTC+0000,2.8
2022-02-23 23:00:00 UTC+0000,26.35
2022-02-24 03:00:00 UTC+0000,8.44
2022-02-24 07:00:00 UTC+0000,2.89
2022-02-24 11:00:00 UTC+0000,9.0
2022-02-24 15:00:00 UTC+0000,1.45
2022-02-24 19:00:00 UTC+0000,2.5
2022-02-24 23:00:00 UTC+0000,37.87
2022-02-25 03:00:00 UTC+0000,15.26
2022-02-25 07:00:00 UTC+0000,14.64
2022-02-25 11:00:00 UTC+0000,21.51
2022-02-25 15:00:00 UTC+0000,1.38
2022-02-25 19:00:00 UTC+0000,2.67
2022-02-25 23:00:00 UTC+0000,20.84
2022-02-26 03:00:00 UTC+0000,8.4
2022-02-26 07:00:00 UTC+0000,4.76
2022-02-26 11:00:00 UTC+0000,9.0
2022-02-26 15:00:00 UTC+0000,1.2
2022-02-26 19:00:00 UTC+0000,2.0
2022-02-26 23:00:00 UTC+0000,12.04
2022-02-27 03:00:00 UTC+0000,8.11
2022-02-27 07:00:00 UTC+0000,11.58
2022-02-27 11:00:00 UTC+0000,17.6
2022-02-27 15:00:00 UTC+0000,1.6
2022-02-27 19:00:00 UTC+0000,2.0
2022-02-27 23:00:00 UTC+0000,10.45
2022-02-28 03:00:00 UTC+0000,6.11
2022-02-28 07:00:00 UTC+0000,4.51
2022-02-28 11:00:00 UTC+0000,9.9
2022-02-28 15:00:00 UTC+0000,1.17
2022-02-28 19:00:00 UTC+0000,1.74
2022-02-28 23:00:00 UTC+0000,22.87
2022-03-01 03:00:00 UTC+0000,5.86
2022-03-01 07:00:00 UTC+0000,4.35
2022-03-01 11:00:00 UTC+0000,11.98
2022-03-01 15:00:00 UTC+0000,1.0
2022-03-01 19:00:00 UTC+0000,1.22
2022-03-01 23:00:00 UTC+0000,10.5
2022-03-02 03:00:00 UTC+0000,4.44
2022-03-02 07:00:00 UTC+0000,3.02
2022-03-02 11:00:00 UTC+0000,12.54
2022-03-02 15:00:00 UTC+0000,0.88
2022-03-02 19:00:00 UTC+0000,1.0
2022-03-02 23:00:00 UTC+0000,9.45
2022-03-03 03:00:00 UTC+0000,3.59
2022-03-03 07:00:00 UTC+0000,3.0
2022-03-03 11:00:00 UTC+0000,21.68
2022-03-03 15:00:00 UTC+0000,0.99
2022-03-03 19:00:00 UTC+0000,1.08
2022-03-03 23:00:00 UTC+0000,8.44
2022-03-04 03:00:00 UTC+0000,3.34
2022-03-04 07:00:00 UTC+0000,2.5
2022-03-04 11:00:00 UTC+0000,17.7
2022-03-04 15:00:00 UTC+0000,0.97
2022-03-04 19:00:00 UTC+0000,1.0
2022-03-04 23:00:00 UTC+0000,8.47
2022-03-05 03:00:00 UTC+0000,3.39
2022-03-05 07:00:00 UTC+0000,5.16
2022-03-05 11:00:00 UTC+0000,26.76
2022-03-05 15:00:00 UTC+0000,1.0
2022-03-05 19:00:00 UTC+0000,1.05
2022-03-05 23:00:00 UTC+0000,8.7
2022-03-06 03:00:00 UTC+0000,3.88
2022-03-06 07:00:00 UTC+0000,9.2
2022-03-06 11:00:00 UTC+0000,32.8
2022-03-06 15:00:00 UTC+0000,1.18
2022-03-06 19:00:00 UTC+0000,1.0
2022-03-06 23:00:00 UTC+0000,6.9
2022-03-07 03:00:00 UTC+0000,3.0
2022-03-07 07:00:00 UTC+0000,5.03
2022-03-07 11:00:00 UTC+0000,22.16
2022-03-07 15:00:00 UTC+0000,1.0
2022-03-07 19:00:00 UTC+0000,0.93
2022-03-07 23:00:00 UTC+0000,6.0
2022-03-08 03:00:00 UTC+0000,3.06
2022-03-08 07:00:00 UTC+0000,3.61
2022-03-08 11:00:00 UTC+0000,33.75
2022-03-08 15:00:00 UTC+0000,1.25
2022-03-08 19:00:00 UTC+0000,1.0
2022-03-08 23:00:00 UTC+0000,8.54
2022-03-09 03:00:00 UTC+0000,3.73
2022-03-09 07:00:00 UTC+0000,10.24
2022-03-09 11:00:00 UTC+0000,72.21
2022-03-09 15:00:00 UTC+0000,1.37
2022-03-09 19:00:00 UTC+0000,1.03
2022-03-09 23:00:00 UTC+0000,6.89
2022-03-10 03:00:00 UTC+0000,3.0
2022-03-10 07:00:00 UTC+0000,18.23
2022-03-10 11:00:00 UTC+0000,74.79
2022-03-10 15:00:00 UTC+0000,2.02
2022-03-10 19:00:00 UTC+0000,8.2
2022-03-10 23:00:00 UTC+0000,20.26
2022-03-11 03:00:00 UTC+0000,7.8
2022-03-11 07:00:00 UTC+0000,26.18
2022-03-11 11:00:00 UTC+0000,91.59
2022-03-11 15:00:00 UTC+0000,20.01
2022-03-11 19:00:00 UTC+0000,12.3
2022-03-11 23:00:00 UTC+0000,17.42
2022-03-12 03:00:00 UTC+0000,7.27
2022-03-12 07:00:00 UTC+0000,18.6
2022-03-12 11:00:00 UTC+0000,56.0
2022-03-12 15:00:00 UTC+0000,7.0
2022-03-12 19:00:00 UTC+0000,5.38
2022-03-12 23:00:00 UTC+0000,15.28
2022-03-13 03:00:00 UTC+0000,14.87
2022-03-13 07:00:00 UTC+0000,50.08
2022-03-13 11:00:00 UTC+0000,85.0
2022-03-13 15:00:00 UTC+0000,14.51
2022-03-13 19:00:00 UTC+0000,5.0
2022-03-13 23:00:00 UTC+0000,13.15
2022-03-14 03:00:00 UTC+0000,7.31
2022-03-14 07:00:00 UTC+0000,16.82
2022-03-14 11:00:00 UTC+0000,28.82
2022-03-14 15:00:00 UTC+0000,4.64
2022-03-14 19:00:00 UTC+0000,2.9
2022-03-14 23:00:00 UTC+0000,9.36
2022-03-15 03:00:00 UTC+0000,5.52
2022-03-15 07:00:00 UTC+0000,8.36
2022-03-15 11:00:00 UTC+0000,16.05
2022-03-15 15:00:00 UTC+0000,2.7
2022-03-15 19:00:00 UTC+0000,1.92
2022-03-15 23:00:00 UTC+0000,6.7
2022-03-16 03:00:00 UTC+0000,3.91
2022-03-16 07:00:00 UTC+0000,7.14
2022-03-16 11:00:00 UTC+0000,21.54
2022-03-16 15:00:00 UTC+0000,2.55
2022-03-16 19:00:00 UTC+0000,6.84
2022-03-16 23:00:00 UTC+0000,24.0
2022-03-17 03:00:00 UTC+0000,9.66
2022-03-17 07:00:00 UTC+0000,6.2
2022-03-17 11:00:00 UTC+0000,15.6
2022-03-17 15:00:00 UTC+0000,1.91
2022-03-17 19:00:00 UTC+0000,3.28
2022-03-17 23:00:00 UTC+0000,11.29
2022-03-18 03:00:00 UTC+0000,4.88
2022-03-18 07:00:00 UTC+0000,4.93
2022-03-18 11:00:00 UTC+0000,20.0
2022-03-18 15:00:00 UTC+0000,1.6
2022-03-18 19:00:00 UTC+0000,2.27
2022-03-18 23:00:00 UTC+0000,11.23
2022-03-19 03:00:00 UTC+0000,6.04
2022-03-19 07:00:00 UTC+0000,25.5
2022-03-19 11:00:00 UTC+0000,123.16
2022-03-19 15:00:00 UTC+0000,11.64
2022-03-19 19:00:00 UTC+0000,5.32
2022-03-19 23:00:00 UTC+0000,17.1
2022-03-20 03:00:00 UTC+0000,18.91
2022-03-20 07:00:00 UTC+0000,65.85
2022-03-20 11:00:00 UTC+0000,130.0
2022-03-20 15:00:00 UTC+0000,13.36
2022-03-20 19:00:00 UTC+0000,4.45
2022-03-20 23:00:00 UTC+0000,10.99
2022-03-21 03:00:00 UTC+0000,7.49
2022-03-21 07:00:00 UTC+0000,18.27
2022-03-21 11:00:00 UTC+0000,35.91
2022-03-21 15:00:00 UTC+0000,4.07
2022-03-21 19:00:00 UTC+0000,2.25
2022-03-21 23:00:00 UTC+0000,7.34
2022-03-22 03:00:00 UTC+0000,4.56
2022-03-22 07:00:00 UTC+0000,8.76
2022-03-22 11:00:00 UTC+0000,24.77
2022-03-22 15:00:00 UTC+0000,2.72
2022-03-22 19:00:00 UTC+0000,1.57
2022-03-22 23:00:00 UTC+0000,5.35
2022-03-23 03:00:00 UTC+0000,3.28
2022-03-23 07:00:00 UTC+0000,6.08
2022-03-23 11:00:00 UTC+0000,20.69
2022-03-23 15:00:00 UTC+0000,1.96
2022-03-23 19:00:00 UTC+0000,1.2
2022-03-23 23:00:00 UTC+0000,4.02
2022-03-24 03:00:00 UTC+0000,2.53
2022-03-24 07:00:00 UTC+0000,4.32
2022-03-24 11:00:00 UTC+0000,17.48
2022-03-24 15:00:00 UTC+0000,1.37
2022-03-24 19:00:00 UTC+0000,0.9
2022-03-24 23:00:00 UTC+0000,3.0
2022-03-25 03:00:00 UTC+0000,1.82
2022-03-25 07:00:00 UTC+0000,3.24
2022-03-25 11:00:00 UTC+0000,14.9
2022-03-25 15:00:00 UTC+0000,0.96
2022-03-25 19:00:00 UTC+0000,0.68
2022-03-25 23:00:00 UTC+0000,4.98
2022-03-26 03:00:00 UTC+0000,3.89
2022-03-26 07:00:00 UTC+0000,26.08
2022-03-26 11:00:00 UTC+0000,67.0
2022-03-26 15:00:00 UTC+0000,4.96
2022-03-26 19:00:00 UTC+0000,2.7
2022-03-26 23:00:00 UTC+0000,4.71
2022-03-27 02:00:00 UTC+0000,2.9
2022-03-27 06:00:00 UTC+0000,18.0
2022-03-27 10:00:00 UTC+0000,61.0
2022-03-27 14:00:00 UTC+0000,4.94
2022-03-27 18:00:00 UTC+0000,2.02
2022-03-27 22:00:00 UTC+0000,4.1
2022-03-28 02:00:00 UTC+0000,2.52
2022-03-28 06:00:00 UTC+0000,10.82
2022-03-28 10:00:00 UTC+0000,51.91
2022-03-28 14:00:00 UTC+0000,6.68
2022-03-28 18:00:00 UTC+0000,1.77
2022-03-28 22:00:00 UTC+0000,4.32
2022-03-29 02:00:00 UTC+0000,2.49
2022-03-29 06:00:00 UTC+0000,6.62
2022-03-29 10:00:00 UTC+0000,26.48
2022-03-29 14:00:00 UTC+0000,3.56
2022-03-29 18:00:00 UTC+0000,1.36
2022-03-29 22:00:00 UTC+0000,3.53
2022-03-30 02:00:00 UTC+0000,2.0
2022-03-30 06:00:00 UTC+0000,4.43
2022-03-30 10:00:00 UTC+0000,16.01
2022-03-30 14:00:00 UTC+0000,2.56
2022-03-30 18:00:00 UTC+0000,1.04
2022-03-30 22:00:00 UTC+0000,2.9
2022-03-31 02:00:00 UTC+0000,1.85
2022-03-31 06:00:00 UTC+0000,3.8
2022-03-31 10:00:00 UTC+0000,14.13
2022-03-31 14:00:00 UTC+0000,2.8
2022-03-31 18:00:00 UTC+0000,2.5
2022-03-31 22:00:00 UTC+0000,23.68
2022-04-01 02:00:00 UTC+0000,10.63
2022-04-01 06:00:00 UTC+0000,3.73
2022-04-01 10:00:00 UTC+0000,12.82
2022-04-01 14:00:00 UTC+0000,2.89
2022-04-01 18:00:00 UTC+0000,2.98
2022-04-01 22:00:00 UTC+0000,11.22
2022-04-02 02:00:00 UTC+0000,6.63
2022-04-02 06:00:00 UTC+0000,6.19
2022-04-02 10:00:00 UTC+0000,35.78
2022-04-02 14:00:00 UTC+0000,3.85
2022-04-02 18:00:00 UTC+0000,1.8
2022-04-02 22:00:00 UTC+0000,6.17
2022-04-03 02:00:00 UTC+0000,3.5
2022-04-03 06:00:00 UTC+0000,13.91
2022-04-03 10:00:00 UTC+0000,51.0
2022-04-03 14:00:00 UTC+0000,7.32
2022-04-03 18:00:00 UTC+0000,1.93
2022-04-03 22:00:00 UTC+0000,9.17
2022-04-04 02:00:00 UTC+0000,4.34
2022-04-04 06:00:00 UTC+0000,27.82
2022-04-04 10:00:00 UTC+0000,77.46
2022-04-04 14:00:00 UTC+0000,15.7
2022-04-04 18:00:00 UTC+0000,11.2
2022-04-04 22:00:00 UTC+0000,34.15
2022-04-05 02:00:00 UTC+0000,14.71
2022-04-05 06:00:00 UTC+0000,13.04
2022-04-05 10:00:00 UTC+0000,36.0
2022-04-05 14:00:00 UTC+0000,6.2
2022-04-05 18:00:00 UTC+0000,4.54
2022-04-05 22:00:00 UTC+0000,18.75
2022-04-06 02:00:00 UTC+0000,9.33
2022-04-06 06:00:00 UTC+0000,13.13
2022-04-06 10:00:00 UTC+0000,60.97
2022-04-06 14:00:00 UTC+0000,10.18
2022-04-06 18:00:00 UTC+0000,7.67
2022-04-06 22:00:00 UTC+0000,52.16
2022-04-07 02:00:00 UTC+0000,25.01
2022-04-07 06:00:00 UTC+0000,17.9
2022-04-07 10:00:00 UTC+0000,44.16
2022-04-07 14:00:00 UTC+0000,8.56
2022-04-07 18:00:00 UTC+0000,9.85
2022-04-07 22:00:00 UTC+0000,49.0
2022-04-08 02:00:00 UTC+0000,18.7
2022-04-08 06:00:00 UTC+0000,11.28
2022-04-08 10:00:00 UTC+0000,28.89
2022-04-08 14:00:00 UTC+0000,5.22
2022-04-08 18:00:00 UTC+0000,4.31
2022-04-08 22:00:00 UTC+0000,21.02
2022-04-09 02:00:00 UTC+0000,10.24
2022-04-09 06:00:00 UTC+0000,23.62
2022-04-09 10:00:00 UTC+0000,95.67
2022-04-09 14:00:00 UTC+0000,38.38
2022-04-09 18:00:00 UTC+0000,6.99
2022-04-09 22:00:00 UTC+0000,19.67
2022-04-10 02:00:00 UTC+0000,11.12
2022-04-10 06:00:00 UTC+0000,56.0
2022-04-10 10:00:00 UTC+0000,124.33
2022-04-10 14:00:00 UTC+0000,80.69
2022-04-10 18:00:00 UTC+0000,5.7
2022-04-10 22:00:00 UTC+0000,11.0
2022-04-11 02:00:00 UTC+0000,7.4
2022-04-11 06:00:00 UTC+0000,19.82
2022-04-11 10:00:00 UTC+0000,47.98
2022-04-11 14:00:00 UTC+0000,18.5
2022-04-11 18:00:00 UTC+0000,4.0
2022-04-11 22:00:00 UTC+0000,7.38
2022-04-12 02:00:00 UTC+0000,4.64
2022-04-12 06:00:00 UTC+0000,14.89
2022-04-12 10:00:00 UTC+0000,40.0
2022-04-12 14:00:00 UTC+0000,13.2
2022-04-12 18:00:00 UTC+0000,2.78
2022-04-12 22:00:00 UTC+0000,7.03
2022-04-13 02:00:00 UTC+0000,3.42
2022-04-13 06:00:00 UTC+0000,10.0
2022-04-13 10:00:00 UTC+0000,27.8
2022-04-13 14:00:00 UTC+0000,8.33
2022-04-13 18:00:00 UTC+0000,2.18
2022-04-13 22:00:00 UTC+0000,5.07
2022-04-14 02:00:00 UTC+0000,2.91
2022-04-14 06:00:00 UTC+0000,7.05
2022-04-14 10:00:00 UTC+0000,20.23
2022-04-14 14:00:00 UTC+0000,5.93
2022-04-14 18:00:00 UTC+0000,1.8
2022-04-14 22:00:00 UTC+0000,4.2
2022-04-15 02:00:00 UTC+0000,3.64
2022-04-15 06:00:00 UTC+0000,8.09
2022-04-15 10:00:00 UTC+0000,30.48
2022-04-15 14:00:00 UTC+0000,7.53
2022-04-15 18:00:00 UTC+0000,2.32
2022-04-15 22:00:00 UTC+0000,4.09
2022-04-16 02:00:00 UTC+0000,3.38
2022-04-16 06:00:00 UTC+0000,12.63
2022-04-16 10:00:00 UTC+0000,89.43
2022-04-16 14:00:00 UTC+0000,18.8
2022-04-16 18:00:00 UTC+0000,3.0
2022-04-16 22:00:00 UTC+0000,3.89
2022-04-17 02:00:00 UTC+0000,3.49
2022-04-17 06:00:00 UTC+0000,21.7
2022-04-17 10:00:00 UTC+0000,100.02
2022-04-17 14:00:00 UTC+0000,32.36
2022-04-17 18:00:00 UTC+0000,2.84
2022-04-17 22:00:00 UTC+0000,3.6
2022-04-18 02:00:00 UTC+0000,3.0
2022-04-18 06:00:00 UTC+0000,19.89
2022-04-18 10:00:00 UTC+0000,91.67
2022-04-18 14:00:00 UTC+0000,23.0
2022-04-18 18:00:00 UTC+0000,2.5
2022-04-18 22:00:00 UTC+0000,3.64
2022-04-19 02:00:00 UTC+0000,2.76
2022-04-19 06:00:00 UTC+0000,9.85
2022-04-19 10:00:00 UTC+0000,37.28
2022-04-19 14:00:00 UTC+0000,13.0
2022-04-19 18:00:00 UTC+0000,1.98
2022-04-19 22:00:00 UTC+0000,2.9
2022-04-20 02:00:00 UTC+0000,10.31
2022-04-20 06:00:00 UTC+0000,6.76
2022-04-20 10:00:00 UTC+0000,24.46
2022-04-20 14:00:00 UTC+0000,7.8
2022-04-20 18:00:00 UTC+0000,3.0
2022-04-20 22:00:00 UTC+0000,2.5
2022-04-21 02:00:00 UTC+0000,4.7
2022-04-21 06:00:00 UTC+0000,35.0
2022-04-21 10:00:00 UTC+0000,236.24
2022-04-21 14:00:00 UTC+0000,16.22
2022-04-21 18:00:00 UTC+0000,2.18
2022-04-21 22:00:00 UTC+0000,4.13
2022-04-22 02:00:00 UTC+0000,8.76
2022-04-22 06:00:00 UTC+0000,23.38
2022-04-22 10:00:00 UTC+0000,87.99
2022-04-22 14:00:00 UTC+0000,17.09
2022-04-22 18:00:00 UTC+0000,3.4
2022-04-22 22:00:00 UTC+0000,4.0
2022-04-23 02:00:00 UTC+0000,6.62
2022-04-23 06:00:00 UTC+0000,33.73
2022-04-23 10:00:00 UTC+0000,103.49
2022-04-23 14:00:00 UTC+0000,28.97
2022-04-23 18:00:00 UTC+0000,3.4
2022-04-23 22:00:00 UTC+0000,13.42
2022-04-24 02:00:00 UTC+0000,11.22
2022-04-24 06:00:00 UTC+0000,29.82
2022-04-24 10:00:00 UTC+0000,88.24
2022-04-24 14:00:00 UTC+0000,20.68
2022-04-24 18:00:00 UTC+0000,2.85
2022-04-24 22:00:00 UTC+0000,7.26
2022-04-25 02:00:00 UTC+0000,7.22
2022-04-25 06:00:00 UTC+0000,17.5
2022-04-25 10:00:00 UTC+0000,37.69
2022-04-25 14:00:00 UTC+0000,12.27
2022-04-25 18:00:00 UTC+0000,2.14
2022-04-25 22:00:00 UTC+0000,4.05
2022-04-26 02:00:00 UTC+0000,4.05
2022-04-26 06:00:00 UTC+0000,9.65
2022-04-26 10:00:00 UTC+0000,22.73
2022-04-26 14:00:00 UTC+0000,6.92
2022-04-26 18:00:00 UTC+0000,1.53
2022-04-26 22:00:00 UTC+0000,2.7
2022-04-27 02:00:00 UTC+0000,2.76
