time (UTC),mFRR+_capacity_marginal_price[(EUR/MW)/h]
2022-02-22 11:00:00 UTC+0000,0.35
2022-02-22 15:00:00 UTC+0000,11.5
2022-02-22 19:00:00 UTC+0000,0.67
2022-02-22 23:00:00 UTC+0000,0.12
2022-02-23 03:00:00 UTC+0000,2.36
2022-02-23 07:00:00 UTC+0000,13.36
2022-02-23 11:00:00 UTC+0000,0.28
2022-02-23 15:00:00 UTC+0000,42.98
2022-02-23 19:00:00 UTC+0000,1.17
2022-02-23 23:00:00 UTC+0000,0.13
2022-02-24 03:00:00 UTC+0000,1.54
2022-02-24 07:00:00 UTC+0000,12.18
2022-02-24 11:00:00 UTC+0000,0.5
2022-02-24 15:00:00 UTC+0000,15.7
2022-02-24 19:00:00 UTC+0000,0.6
2022-02-24 23:00:00 UTC+0000,0.0
2022-02-25 03:00:00 UTC+0000,1.22
2022-02-25 07:00:00 UTC+0000,7.27
2022-02-25 11:00:00 UTC+0000,0.37
2022-02-25 15:00:00 UTC+0000,10.55
2022-02-25 19:00:00 UTC+0000,0.4
2022-02-25 23:00:00 UTC+0000,0.12
2022-02-26 03:00:00 UTC+0000,0.81
2022-02-26 07:00:00 UTC+0000,6.4
2022-02-26 11:00:00 UTC+0000,0.33
2022-02-26 15:00:00 UTC+0000,36.38
2022-02-26 19:00:00 UTC+0000,1.12
2022-02-26 23:00:00 UTC+0000,0.14
2022-02-27 03:00:00 UTC+0000,0.53
2022-02-27 07:00:00 UTC+0000,3.43
2022-02-27 11:00:00 UTC+0000,0.25
2022-02-27 15:00:00 UTC+0000,18.72
2022-02-27 19:00:00 UTC+0000,0.69
2022-02-27 23:00:00 UTC+0000,0.12
2022-02-28 03:00:00 UTC+0000,22.0
2022-02-28 07:00:00 UTC+0000,13.0
2022-02-28 11:00:00 UTC+0000,0.4
2022-02-28 15:00:00 UTC+0000,17.93
2022-02-28 19:00:00 UTC+0000,1.4
2022-02-28 23:00:00 UTC+0000,0.15
2022-03-01 03:00:00 UTC+0000,9.0
2022-03-01 07:00:00 UTC+0000,16.3
2022-03-01 11:00:00 UTC+0000,1.0
2022-03-01 15:00:00 UTC+0000,41.6
2022-03-01 19:00:00 UTC+0000,3.37
2022-03-01 23:00:00 UTC+0000,0.16
2022-03-02 03:00:00 UTC+0000,10.88
2022-03-02 07:00:00 UTC+0000,26.0
2022-03-02 11:00:00 UTC+0000,1.05
2022-03-02 15:00:00 UTC+0000,59.0
2022-03-02 19:00:00 UTC+0000,4.1
2022-03-02 23:00:00 UTC+0000,0.14
2022-03-03 03:00:00 UTC+0000,25.0
2022-03-03 07:00:00 UTC+0000,25.0
2022-03-03 11:00:00 UTC+0000,2.66
2022-03-03 15:00:00 UTC+0000,41.78
2022-03-03 19:00:00 UTC+0000,2.76
2022-03-03 23:00:00 UTC+0000,0.08
2022-03-04 03:00:00 UTC+0000,16.01
2022-03-04 07:00:00 UTC+0000,24.0
2022-03-04 11:00:00 UTC+0000,2.29
2022-03-04 15:00:00 UTC+0000,35.0
2022-03-04 19:00:00 UTC+0000,20.25
2022-03-04 23:00:00 UTC+0000,0.1
2022-03-05 03:00:00 UTC+0000,9.25
2022-03-05 07:00:00 UTC+0000,15.1
2022-03-05 11:00:00 UTC+0000,1.4
2022-03-05 15:00:00 UTC+0000,28.71
2022-03-05 19:00:00 UTC+0000,8.05
2022-03-05 23:00:00 UTC+0000,0.17
2022-03-06 03:00:00 UTC+0000,5.88
2022-03-06 07:00:00 UTC+0000,9.1
2022-03-06 11:00:00 UTC+0000,1.1
2022-03-06 15:00:00 UTC+0000,21.5
2022-03-06 19:00:00 UTC+0000,5.0
2022-03-06 23:00:00 UTC+0000,0.14
2022-03-07 03:00:00 UTC+0000,23.0
2022-03-07 07:00:00 UTC+0000,43.21
2022-03-07 11:00:00 UTC+0000,3.3
2022-03-07 15:00:00 UTC+0000,72.17
2022-03-07 19:00:00 UTC+0000,12.06
2022-03-07 23:00:00 UTC+0000,0.21
2022-03-08 03:00:00 UTC+0000,16.49
2022-03-08 07:00:00 UTC+0000,37.56
2022-03-08 11:00:00 UTC+0000,5.41
2022-03-08 15:00:00 UTC+0000,44.86
2022-03-08 19:00:00 UTC+0000,11.0
2022-03-08 23:00:00 UTC+0000,1.66
2022-03-09 03:00:00 UTC+0000,48.0
2022-03-09 07:00:00 UTC+0000,72.56
2022-03-09 11:00:00 UTC+0000,4.58
2022-03-09 15:00:00 UTC+0000,107.57
2022-03-09 19:00:00 UTC+0000,20.4
2022-03-09 23:00:00 UTC+0000,0.8
2022-03-10 03:00:00 UTC+0000,24.0
2022-03-10 07:00:00 UTC+0000,34.6
2022-03-10 11:00:00 UTC+0000,3.58
2022-03-10 15:00:00 UTC+0000,54.63
2022-03-10 19:00:00 UTC+0000,10.5
2022-03-10 23:00:00 UTC+0000,0.25
2022-03-11 03:00:00 UTC+0000,11.87
2022-03-11 07:00:00 UTC+0000,19.3
2022-03-11 11:00:00 UTC+0000,2.2
2022-03-11 15:00:00 UTC+0000,26.26
2022-03-11 19:00:00 UTC+0000,5.2
2022-03-11 23:00:00 UTC+0000,0.16
2022-03-12 03:00:00 UTC+0000,6.1
2022-03-12 07:00:00 UTC+0000,10.67
2022-03-12 11:00:00 UTC+0000,1.0
2022-03-12 15:00:00 UTC+0000,19.7
2022-03-12 19:00:00 UTC+0000,3.54
2022-03-12 23:00:00 UTC+0000,0.13
2022-03-13 03:00:00 UTC+0000,4.4
2022-03-13 07:00:00 UTC+0000,6.9
2022-03-13 11:00:00 UTC+0000,1.0
2022-03-13 15:00:00 UTC+0000,15.64
2022-03-13 19:00:00 UTC+0000,2.92
2022-03-13 23:00:00 UTC+0000,0.14
2022-03-14 03:00:00 UTC+0000,14.55
2022-03-14 07:00:00 UTC+0000,26.67
2022-03-14 11:00:00 UTC+0000,2.16
2022-03-14 15:00:00 UTC+0000,37.0
2022-03-14 19:00:00 UTC+0000,7.32
2022-03-14 23:00:00 UTC+0000,0.12
2022-03-15 03:00:00 UTC+0000,11.57
2022-03-15 07:00:00 UTC+0000,24.32
2022-03-15 11:00:00 UTC+0000,1.92
2022-03-15 15:00:00 UTC+0000,30.4
2022-03-15 19:00:00 UTC+0000,5.86
2022-03-15 23:00:00 UTC+0000,0.1
2022-03-16 03:00:00 UTC+0000,8.2
2022-03-16 07:00:00 UTC+0000,17.68
2022-03-16 11:00:00 UTC+0000,1.29
2022-03-16 15:00:00 UTC+0000,21.3
2022-03-16 19:00:00 UTC+0000,3.82
2022-03-16 23:00:00 UTC+0000,0.06
2022-03-17 03:00:00 UTC+0000,6.32
2022-03-17 07:00:00 UTC+0000,13.03
2022-03-17 11:00:00 UTC+0000,1.02
2022-03-17 15:00:00 UTC+0000,22.0
2022-03-17 19:00:00 UTC+0000,3.42
2022-03-17 23:00:00 UTC+0000,0.04
2022-03-18 03:00:00 UTC+0000,5.44
2022-03-18 07:00:00 UTC+0000,15.66
2022-03-18 11:00:00 UTC+0000,1.0
2022-03-18 15:00:00 UTC+0000,21.5
2022-03-18 19:00:00 UTC+0000,3.04
2022-03-18 23:00:00 UTC+0000,0.08
2022-03-19 03:00:00 UTC+0000,3.81
2022-03-19 07:00:00 UTC+0000,10.1
2022-03-19 11:00:00 UTC+0000,0.64
2022-03-19 15:00:00 UTC+0000,36.9
2022-03-19 19:00:00 UTC+0000,2.6
2022-03-19 23:00:00 UTC+0000,0.06
2022-03-20 03:00:00 UTC+0000,2.74
2022-03-20 07:00:00 UTC+0000,6.3
2022-03-20 11:00:00 UTC+0000,0.5
2022-03-20 15:00:00 UTC+0000,25.54
2022-03-20 19:00:00 UTC+0000,2.08
2022-03-20 23:00:00 UTC+0000,0.1
2022-03-21 03:00:00 UTC+0000,9.6
2022-03-21 07:00:00 UTC+0000,17.0
2022-03-21 11:00:00 UTC+0000,1.13
2022-03-21 15:00:00 UTC+0000,33.0
2022-03-21 19:00:00 UTC+0000,4.6
2022-03-21 23:00:00 UTC+0000,0.08
2022-03-22 03:00:00 UTC+0000,6.81
2022-03-22 07:00:00 UTC+0000,14.67
2022-03-22 11:00:00 UTC+0000,0.8
2022-03-22 15:00:00 UTC+0000,26.75
2022-03-22 19:00:00 UTC+0000,3.46
2022-03-22 23:00:00 UTC+0000,0.11
2022-03-23 03:00:00 UTC+0000,5.48
2022-03-23 07:00:00 UTC+0000,12.83
2022-03-23 11:00:00 UTC+0000,0.65
2022-03-23 15:00:00 UTC+0000,41.5
2022-03-23 19:00:00 UTC+0000,3.55
2022-03-23 23:00:00 UTC+0000,0.08
2022-03-24 03:00:00 UTC+0000,10.81
2022-03-24 07:00:00 UTC+0000,10.7
2022-03-24 11:00:00 UTC+0000,0.5
2022-03-24 15:00:00 UTC+0000,34.5
2022-03-24 19:00:00 UTC+0000,3.58
2022-03-24 23:00:00 UTC+0000,0.25
2022-03-25 03:00:00 UTC+0000,7.48
2022-03-25 07:00:00 UTC+0000,9.24
2022-03-25 11:00:00 UTC+0000,0.33
2022-03-25 15:00:00 UTC+0000,27.16
2022-03-25 19:00:00 UTC+0000,3.68
2022-03-25 23:00:00 UTC+0000,3.77
2022-03-26 03:00:00 UTC+0000,4.62
2022-03-26 07:00:00 UTC+0000,6.67
2022-03-26 11:00:00 UTC+0000,2.0
2022-03-26 15:00:00 UTC+0000,21.53
2022-03-26 19:00:00 UTC+0000,3.01
2022-03-26 23:00:00 UTC+0000,2.67
2022-03-27 02:00:00 UTC+0000,3.1
2022-03-27 06:00:00 UTC+0000,5.14
2022-03-27 10:00:00 UTC+0000,2.0
2022-03-27 14:00:00 UTC+0000,17.02
2022-03-27 18:00:00 UTC+0000,7.0
2022-03-27 22:00:00 UTC+0000,0.7
2022-03-28 02:00:00 UTC+0000,9.19
2022-03-28 06:00:00 UTC+0000,22.2
2022-03-28 10:00:00 UTC+0000,1.72
2022-03-28 14:00:00 UTC+0000,21.38
2022-03-28 18:00:00 UTC+0000,4.4
2022-03-28 22:00:00 UTC+0000,0.25
2022-03-29 02:00:00 UTC+0000,5.67
2022-03-29 06:00:00 UTC+0000,14.9
2022-03-29 10:00:00 UTC+0000,1.4
2022-03-29 14:00:00 UTC+0000,15.8
2022-03-29 18:00:00 UTC+0000,5.06
2022-03-29 22:00:00 UTC+0000,0.19
2022-03-30 02:00:00 UTC+0000,10.55
2022-03-30 06:00:00 UTC+0000,14.39
2022-03-30 10:00:00 UTC+0000,1.01
2022-03-30 14:00:00 UTC+0000,13.0
2022-03-30 18:00:00 UTC+0000,4.27
2022-03-30 22:00:00 UTC+0000,0.14
2022-03-31 02:00:00 UTC+0000,7.0
2022-03-31 06:00:00 UTC+0000,12.35
2022-03-31 10:00:00 UTC+0000,0.82
2022-03-31 14:00:00 UTC+0000,10.68
2022-03-31 18:00:00 UTC+0000,3.24
2022-03-31 22:00:00 UTC+0000,0.09
2022-04-01 02:00:00 UTC+0000,4.86
2022-04-01 06:00:00 UTC+0000,10.5
2022-04-01 10:00:00 UTC+0000,0.51
2022-04-01 14:00:00 UTC+0000,8.09
2022-04-01 18:00:00 UTC+0000,2.56
2022-04-01 22:00:00 UTC+0000,0.2
2022-04-02 02:00:00 UTC+0000,3.38
2022-04-02 06:00:00 UTC+0000,7.14
2022-04-02 10:00:00 UTC+0000,0.4
2022-04-02 14:00:00 UTC+0000,11.67
2022-04-02 18:00:00 UTC+0000,27.87
2022-04-02 22:00:00 UTC+0000,1.22
2022-04-03 02:00:00 UTC+0000,2.58
2022-04-03 06:00:00 UTC+0000,7.0
2022-04-03 10:00:00 UTC+0000,0.4
2022-04-03 14:00:00 UTC+0000,80.4
2022-04-03 18:00:00 UTC+0000,17.84
2022-04-03 22:00:00 UTC+0000,1.06
2022-04-04 02:00:00 UTC+0000,5.72
2022-04-04 06:00:00 UTC+0000,29.25
2022-04-04 10:00:00 UTC+0000,0.92
2022-04-04 14:00:00 UTC+0000,25.0
2022-04-04 18:00:00 UTC+0000,8.7
2022-04-04 22:00:00 UTC+0000,0.76
2022-04-05 02:00:00 UTC+0000,4.6
2022-04-05 06:00:00 UTC+0000,17.5
2022-04-05 10:00:00 UTC+0000,1.16
2022-04-05 14:00:00 UTC+0000,80.0
2022-04-05 18:00:00 UTC+0000,59.0
2022-04-05 22:00:00 UTC+0000,0.9
2022-04-06 02:00:00 UTC+0000,5.0
2022-04-06 06:00:00 UTC+0000,18.0
2022-04-06 10:00:00 UTC+0000,1.1
2022-04-06 14:00:00 UTC+0000,33.0
2022-04-06 18:00:00 UTC+0000,21.5
2022-04-06 22:00:00 UTC+0000,0.68
2022-04-07 02:00:00 UTC+0000,3.87
2022-04-07 06:00:00 UTC+0000,13.86
2022-04-07 10:00:00 UTC+0000,1.0
2022-04-07 14:00:00 UTC+0000,22.0
2022-04-07 18:00:00 UTC+0000,13.7
2022-04-07 22:00:00 UTC+0000,0.47
2022-04-08 02:00:00 UTC+0000,3.12
2022-04-08 06:00:00 UTC+0000,11.56
2022-04-08 10:00:00 UTC+0000,0.9
2022-04-08 14:00:00 UTC+0000,28.14
2022-04-08 18:00:00 UTC+0000,22.38
2022-04-08 22:00:00 UTC+0000,0.7
2022-04-09 02:00:00 UTC+0000,2.28
2022-04-09 06:00:00 UTC+0000,7.8
2022-04-09 10:00:00 UTC+0000,0.57
2022-04-09 14:00:00 UTC+0000,21.45
2022-04-09 18:00:00 UTC+0000,19.0
2022-04-09 22:00:00 UTC+0000,0.57
2022-04-10 02:00:00 UTC+0000,1.84
2022-04-10 06:00:00 UTC+0000,6.61
2022-04-10 10:00:00 UTC+0000,0.78
2022-04-10 14:00:00 UTC+0000,21.31
2022-04-10 18:00:00 UTC+0000,13.88
2022-04-10 22:00:00 UTC+0000,0.77
2022-04-11 02:00:00 UTC+0000,29.71
2022-04-11 06:00:00 UTC+0000,24.37
2022-04-11 10:00:00 UTC+0000,0.84
2022-04-11 14:00:00 UTC+0000,24.05
2022-04-11 18:00:00 UTC+0000,18.7
2022-04-11 22:00:00 UTC+0000,0.36
2022-04-12 02:00:00 UTC+0000,9.52
2022-04-12 06:00:00 UTC+0000,14.4
2022-04-12 10:00:00 UTC+0000,0.63
2022-04-12 14:00:00 UTC+0000,16.74
2022-04-12 18:00:00 UTC+0000,11.5
2022-04-12 22:00:00 UTC+0000,0.34
2022-04-13 02:00:00 UTC+0000,6.5
2022-04-13 06:00:00 UTC+0000,11.8
2022-04-13 10:00:00 UTC+0000,14.77
2022-04-13 14:00:00 UTC+0000,19.85
2022-04-13 18:00:00 UTC+0000,17.0
2022-04-13 22:00:00 UTC+0000,0.25
2022-04-14 02:00:00 UTC+0000,5.72
2022-04-14 06:00:00 UTC+0000,11.0
2022-04-14 10:00:00 UTC+0000,7.28
2022-04-14 14:00:00 UTC+0000,14.4
2022-04-14 18:00:00 UTC+0000,16.07
2022-04-14 22:00:00 UTC+0000,0.3
2022-04-15 02:00:00 UTC+0000,3.9
2022-04-15 06:00:00 UTC+0000,7.84
2022-04-15 10:00:00 UTC+0000,4.11
2022-04-15 14:00:00 UTC+0000,10.4
2022-04-15 18:00:00 UTC+0000,9.95
2022-04-15 22:00:00 UTC+0000,0.25
2022-04-16 02:00:00 UTC+0000,2.7
2022-04-16 06:00:00 UTC+0000,5.9
2022-04-16 10:00:00 UTC+0000,2.0
2022-04-16 14:00:00 UTC+0000,9.78
2022-04-16 18:00:00 UTC+0000,15.69
2022-04-16 22:00:00 UTC+0000,0.3
2022-04-17 02:00:00 UTC+0000,1.94
2022-04-17 06:00:00 UTC+0000,4.69
2022-04-17 10:00:00 UTC+0000,1.54
2022-04-17 14:00:00 UTC+0000,7.29
2022-04-17 18:00:00 UTC+0000,11.17
2022-04-17 22:00:00 UTC+0000,0.38
2022-04-18 02:00:00 UTC+0000,1.81
2022-04-18 06:00:00 UTC+0000,4.75
2022-04-18 10:00:00 UTC+0000,1.5
2022-04-18 14:00:00 UTC+0000,6.68
2022-04-18 18:00:00 UTC+0000,8.76
2022-04-18 22:00:00 UTC+0000,0.32
2022-04-19 02:00:00 UTC+0000,5.82
2022-04-19 06:00:00 UTC+0000,16.5
2022-04-19 10:00:00 UTC+0000,6.5
2022-04-19 14:00:00 UTC+0000,14.4
2022-04-19 18:00:00 UTC+0000,14.4
2022-04-19 22:00:00 UTC+0000,0.35
2022-04-20 02:00:00 UTC+0000,5.51
2022-04-20 06:00:00 UTC+0000,14.0
2022-04-20 10:00:00 UTC+0000,25.0
2022-04-20 14:00:00 UTC+0000,14.78
2022-04-20 18:00:00 UTC+0000,13.2
2022-04-20 22:00:00 UTC+0000,9.4
2022-04-21 02:00:00 UTC+0000,9.0
2022-04-21 06:00:00 UTC+0000,15.0
2022-04-21 10:00:00 UTC+0000,36.67
2022-04-21 14:00:00 UTC+0000,13.0
2022-04-21 18:00:00 UTC+0000,12.54
2022-04-21 22:00:00 UTC+0000,2.6
2022-04-22 02:00:00 UTC+0000,8.88
2022-04-22 06:00:00 UTC+0000,20.82
2022-04-22 10:00:00 UTC+0000,13.38
2022-04-22 14:00:00 UTC+0000,13.0
2022-04-22 18:00:00 UTC+0000,16.0
2022-04-22 22:00:00 UTC+0000,1.51
2022-04-23 02:00:00 UTC+0000,3.82
2022-04-23 06:00:00 UTC+0000,9.88
2022-04-23 10:00:00 UTC+0000,5.14
2022-04-23 14:00:00 UTC+0000,11.9
2022-04-23 18:00:00 UTC+0000,17.2
2022-04-23 22:00:00 UTC+0000,1.0
2022-04-24 02:00:00 UTC+0000,2.72
2022-04-24 06:00:00 UTC+0000,7.1
2022-04-24 10:00:00 UTC+0000,3.38
2022-04-24 14:00:00 UTC+0000,11.4
2022-04-24 18:00:00 UTC+0000,11.0
2022-04-24 22:00:00 UTC+0000,1.25
2022-04-25 02:00:00 UTC+0000,5.9
2022-04-25 06:00:00 UTC+0000,14.33
2022-04-25 10:00:00 UTC+0000,7.2
2022-04-25 14:00:00 UTC+0000,14.7
2022-04-25 18:00:00 UTC+0000,12.7
2022-04-25 22:00:00 UTC+0000,0.85
2022-04-26 02:00:00 UTC+0000,4.8
2022-04-26 06:00:00 UTC+0000,11.9
2022-04-26 10:00:00 UTC+0000,4.18
2022-04-26 14:00:00 UTC+0000,12.0
2022-04-26 18:00:00 UTC+0000,13.6
2022-04-26 22:00:00 UTC+0000,1.33
2022-04-27 02:00:00 UTC+0000,4.24
2022-04-27 06:00:00 UTC+0000,13.45
2022-04-27 10:00:00 UTC+0000,3.0
2022-04-27 14:00:00 UTC+0000,9.67
2022-04-27 18:00:00 UTC+0000,10.8
2022-04-27 22:00:00 UTC+0000,1.3
2022-04-28 02:00:00 UTC+0000,5.51
2022-04-28 06:00:00 UTC+0000,12.61
2022-04-28 10:00:00 UTC+0000,2.78
2022-04-28 14:00:00 UTC+0000,15.51
2022-04-28 18:00:00 UTC+0000,8.86
2022-04-28 22:00:00 UTC+0000,1.0
2022-04-29 02:00:00 UTC+0000,4.8
2022-04-29 06:00:00 UTC+0000,10.9
2022-04-29 10:00:00 UTC+0000,2.45
2022-04-29 14:00:00 UTC+0000,14.7
2022-04-29 18:00:00 UTC+0000,8.4
2022-04-29 22:00:00 UTC+0000,9.0
2022-04-30 02:00:00 UTC+0000,4.22
2022-04-30 06:00:00 UTC+0000,14.51
2022-04-30 10:00:00 UTC+0000,88.95
2022-04-30 14:00:00 UTC+0000,17.6
2022-04-30 18:00:00 UTC+0000,17.14
2022-04-30 22:00:00 UTC+0000,3.51
2022-05-01 02:00:00 UTC+0000,3.16
2022-05-01 06:00:00 UTC+0000,9.46
2022-05-01 10:00:00 UTC+0000,12.35
2022-05-01 14:00:00 UTC+0000,11.79
2022-05-01 18:00:00 UTC+0000,11.29
2022-05-01 22:00:00 UTC+0000,2.2
2022-05-02 02:00:00 UTC+0000,5.18
2022-05-02 06:00:00 UTC+0000,12.2
2022-05-02 10:00:00 UTC+0000,8.89
2022-05-02 14:00:00 UTC+0000,13.05
2022-05-02 18:00:00 UTC+0000,12.0
2022-05-02 22:00:00 UTC+0000,1.4
2022-05-03 02:00:00 UTC+0000,4.26
2022-05-03 06:00:00 UTC+0000,10.4
2022-05-03 10:00:00 UTC+0000,4.9
2022-05-03 14:00:00 UTC+0000,12.1
2022-05-03 18:00:00 UTC+0000,9.47
2022-05-03 22:00:00 UTC+0000,1.32
2022-05-04 02:00:00 UTC+0000,3.89
2022-05-04 06:00:00 UTC+0000,9.28
2022-05-04 10:00:00 UTC+0000,3.46
2022-05-04 14:00:00 UTC+0000,10.48
2022-05-04 18:00:00 UTC+0000,9.2
2022-05-04 22:00:00 UTC+0000,1.1
2022-05-05 02:00:00 UTC+0000,3.38
2022-05-05 06:00:00 UTC+0000,8.45
2022-05-05 10:00:00 UTC+0000,2.87
2022-05-05 14:00:00 UTC+0000,9.25
2022-05-05 18:00:00 UTC+0000,8.19
2022-05-05 22:00:00 UTC+0000,0.85
2022-05-06 02:00:00 UTC+0000,2.88
2022-05-06 06:00:00 UTC+0000,7.6
2022-05-06 10:00:00 UTC+0000,2.49
2022-05-06 14:00:00 UTC+0000,7.75
2022-05-06 18:00:00 UTC+0000,11.14
2022-05-06 22:00:00 UTC+0000,0.7
2022-05-07 02:00:00 UTC+0000,2.1
2022-05-07 06:00:00 UTC+0000,5.87
2022-05-07 10:00:00 UTC+0000,1.8
2022-05-07 14:00:00 UTC+0000,6.59
2022-05-07 18:00:00 UTC+0000,9.0
2022-05-07 22:00:00 UTC+0000,0.6
2022-05-08 02:00:00 UTC+0000,2.1
2022-05-08 06:00:00 UTC+0000,5.6
2022-05-08 10:00:00 UTC+0000,8.7
2022-05-08 14:00:00 UTC+0000,8.56
2022-05-08 18:00:00 UTC+0000,9.0
2022-05-08 22:00:00 UTC+0000,0.8
2022-05-09 02:00:00 UTC+0000,13.97
2022-05-09 06:00:00 UTC+0000,12.11
2022-05-09 10:00:00 UTC+0000,4.68
2022-05-09 14:00:00 UTC+0000,20.55
2022-05-09 18:00:00 UTC+0000,22.44
2022-05-09 22:00:00 UTC+0000,0.49
2022-05-10 02:00:00 UTC+0000,6.75
2022-05-10 06:00:00 UTC+0000,9.0
2022-05-10 10:00:00 UTC+0000,10.0
2022-05-10 14:00:00 UTC+0000,14.11
2022-05-10 18:00:00 UTC+0000,16.61
2022-05-10 22:00:00 UTC+0000,0.4
2022-05-11 02:00:00 UTC+0000,4.6
2022-05-11 06:00:00 UTC+0000,8.6
2022-05-11 10:00:00 UTC+0000,6.1
2022-05-11 14:00:00 UTC+0000,13.22
2022-05-11 18:00:00 UTC+0000,15.03
2022-05-11 22:00:00 UTC+0000,0.33
2022-05-12 02:00:00 UTC+0000,5.6
2022-05-12 06:00:00 UTC+0000,8.83
2022-05-12 10:00:00 UTC+0000,5.55
2022-05-12 14:00:00 UTC+0000,12.35
2022-05-12 18:00:00 UTC+0000,21.87
2022-05-12 22:00:00 UTC+0000,0.4
2022-05-13 02:00:00 UTC+0000,4.36
2022-05-13 06:00:00 UTC+0000,9.24
2022-05-13 10:00:00 UTC+0000,4.11
2022-05-13 14:00:00 UTC+0000,10.14
2022-05-13 18:00:00 UTC+0000,27.07
2022-05-13 22:00:00 UTC+0000,0.72
2022-05-14 02:00:00 UTC+0000,2.99
2022-05-14 06:00:00 UTC+0000,6.2
2022-05-14 10:00:00 UTC+0000,4.5
2022-05-14 14:00:00 UTC+0000,14.14
2022-05-14 18:00:00 UTC+0000,32.57
2022-05-14 22:00:00 UTC+0000,0.38
2022-05-15 02:00:00 UTC+0000,2.17
2022-05-15 06:00:00 UTC+0000,5.44
2022-05-15 10:00:00 UTC+0000,3.67
2022-05-15 14:00:00 UTC+0000,10.94
2022-05-15 18:00:00 UTC+0000,22.2
2022-05-15 22:00:00 UTC+0000,2.3
2022-05-16 02:00:00 UTC+0000,6.8
2022-05-16 06:00:00 UTC+0000,13.0
2022-05-16 10:00:00 UTC+0000,6.09
2022-05-16 14:00:00 UTC+0000,15.36
2022-05-16 18:00:00 UTC+0000,17.77
2022-05-16 22:00:00 UTC+0000,1.01
2022-05-17 02:00:00 UTC+0000,5.2
2022-05-17 06:00:00 UTC+0000,9.18
2022-05-17 10:00:00 UTC+0000,4.27
2022-05-17 14:00:00 UTC+0000,13.33
2022-05-17 18:00:00 UTC+0000,13.2
2022-05-17 22:00:00 UTC+0000,0.74
2022-05-18 02:00:00 UTC+0000,4.2
2022-05-18 06:00:00 UTC+0000,8.03
2022-05-18 10:00:00 UTC+0000,3.4
2022-05-18 14:00:00 UTC+0000,14.55
2022-05-18 18:00:00 UTC+0000,16.08
2022-05-18 22:00:00 UTC+0000,0.6
2022-05-19 02:00:00 UTC+0000,3.52
2022-05-19 06:00:00 UTC+0000,7.49
2022-05-19 10:00:00 UTC+0000,3.1
2022-05-19 14:00:00 UTC+0000,12.96
2022-05-19 18:00:00 UTC+0000,12.6
2022-05-19 22:00:00 UTC+0000,0.42
2022-05-20 02:00:00 UTC+0000,2.96
2022-05-20 06:00:00 UTC+0000,6.5
2022-05-20 10:00:00 UTC+0000,2.75
2022-05-20 14:00:00 UTC+0000,10.0
2022-05-20 18:00:00 UTC+0000,11.93
2022-05-20 22:00:00 UTC+0000,5.83
2022-05-21 02:00:00 UTC+0000,2.88
2022-05-21 06:00:00 UTC+0000,6.8
2022-05-21 10:00:00 UTC+0000,2.35
2022-05-21 14:00:00 UTC+0000,9.96
2022-05-21 18:00:00 UTC+0000,20.86
2022-05-21 22:00:00 UTC+0000,2.07
2022-05-22 02:00:00 UTC+0000,2.29
2022-05-22 06:00:00 UTC+0000,5.55
2022-05-22 10:00:00 UTC+0000,2.28
2022-05-22 14:00:00 UTC+0000,9.46
2022-05-22 18:00:00 UTC+0000,24.0
2022-05-22 22:00:00 UTC+0000,1.64
2022-05-23 02:00:00 UTC+0000,4.0
2022-05-23 06:00:00 UTC+0000,7.25
2022-05-23 10:00:00 UTC+0000,3.55
2022-05-23 14:00:00 UTC+0000,10.57
2022-05-23 18:00:00 UTC+0000,13.0
2022-05-23 22:00:00 UTC+0000,1.23
2022-05-24 02:00:00 UTC+0000,3.3
2022-05-24 06:00:00 UTC+0000,9.22
2022-05-24 10:00:00 UTC+0000,3.2
2022-05-24 14:00:00 UTC+0000,10.49
2022-05-24 18:00:00 UTC+0000,16.25
2022-05-24 22:00:00 UTC+0000,1.02
2022-05-25 02:00:00 UTC+0000,2.9
2022-05-25 06:00:00 UTC+0000,7.25
2022-05-25 10:00:00 UTC+0000,2.84
2022-05-25 14:00:00 UTC+0000,8.79
2022-05-25 18:00:00 UTC+0000,18.0
2022-05-25 22:00:00 UTC+0000,4.16
2022-05-26 02:00:00 UTC+0000,2.7
2022-05-26 06:00:00 UTC+0000,6.68
2022-05-26 10:00:00 UTC+0000,2.32
2022-05-26 14:00:00 UTC+0000,7.35
2022-05-26 18:00:00 UTC+0000,16.66
2022-05-26 22:00:00 UTC+0000,2.12
2022-05-27 02:00:00 UTC+0000,2.38
2022-05-27 06:00:00 UTC+0000,6.29
2022-05-27 10:00:00 UTC+0000,2.3
2022-05-27 14:00:00 UTC+0000,6.74
2022-05-27 18:00:00 UTC+0000,15.0
2022-05-27 22:00:00 UTC+0000,1.8
2022-05-28 02:00:00 UTC+0000,2.2
2022-05-28 06:00:00 UTC+0000,4.96
2022-05-28 10:00:00 UTC+0000,1.8
2022-05-28 14:00:00 UTC+0000,6.0
2022-05-28 18:00:00 UTC+0000,14.0
2022-05-28 22:00:00 UTC+0000,1.23
2022-05-29 02:00:00 UTC+0000,1.7
2022-05-29 06:00:00 UTC+0000,4.96
2022-05-29 10:00:00 UTC+0000,1.73
2022-05-29 14:00:00 UTC+0000,7.91
2022-05-29 18:00:00 UTC+0000,12.01
2022-05-29 22:00:00 UTC+0000,1.6
2022-05-30 02:00:00 UTC+0000,4.33
