time (UTC),aFRR+_capacity_marginal_price[(EUR/MW)/h]
2021-04-05 18:00:00 UTC+0000,9.58
2021-04-05 22:00:00 UTC+0000,3.39
2021-04-06 02:00:00 UTC+0000,6.35
2021-04-06 06:00:00 UTC+0000,7.2625
2021-04-06 10:00:00 UTC+0000,3.8625
2021-04-06 14:00:00 UTC+0000,9.14
2021-04-06 18:00:00 UTC+0000,8.73
2021-04-06 22:00:00 UTC+0000,5.0275
2021-04-07 02:00:00 UTC+0000,8.0
2021-04-07 06:00:00 UTC+0000,7.39
2021-04-07 10:00:00 UTC+0000,3.4175
2021-04-07 14:00:00 UTC+0000,8.13
2021-04-07 18:00:00 UTC+0000,5.28
2021-04-07 22:00:00 UTC+0000,3.5
2021-04-08 02:00:00 UTC+0000,7.64
2021-04-08 06:00:00 UTC+0000,7.3925
2021-04-08 10:00:00 UTC+0000,3.375
2021-04-08 14:00:00 UTC+0000,8.3625
2021-04-08 18:00:00 UTC+0000,6.42
2021-04-08 22:00:00 UTC+0000,2.35
2021-04-09 02:00:00 UTC+0000,6.345
2021-04-09 06:00:00 UTC+0000,6.75
2021-04-09 10:00:00 UTC+0000,2.735
2021-04-09 14:00:00 UTC+0000,7.8575
2021-04-09 18:00:00 UTC+0000,6.815
2021-04-09 22:00:00 UTC+0000,1.81
2021-04-10 02:00:00 UTC+0000,4.6475
2021-04-10 06:00:00 UTC+0000,5.27
2021-04-10 10:00:00 UTC+0000,1.835
2021-04-10 14:00:00 UTC+0000,6.42
2021-04-10 18:00:00 UTC+0000,4.875
2021-04-10 22:00:00 UTC+0000,1.46
2021-04-11 02:00:00 UTC+0000,3.06
2021-04-11 06:00:00 UTC+0000,4.0
2021-04-11 10:00:00 UTC+0000,1.285
2021-04-11 14:00:00 UTC+0000,5.64
2021-04-11 18:00:00 UTC+0000,4.87
2021-04-11 22:00:00 UTC+0000,300.0
2021-04-12 02:00:00 UTC+0000,222.605
2021-04-12 06:00:00 UTC+0000,112.4625
2021-04-12 10:00:00 UTC+0000,352.75
2021-04-12 14:00:00 UTC+0000,144.0725
2021-04-12 18:00:00 UTC+0000,38.54
2021-04-12 22:00:00 UTC+0000,30.005
2021-04-13 02:00:00 UTC+0000,51.805
2021-04-13 06:00:00 UTC+0000,30.8375
2021-04-13 10:00:00 UTC+0000,55.835
2021-04-13 14:00:00 UTC+0000,28.11
2021-04-13 18:00:00 UTC+0000,17.22
2021-04-13 22:00:00 UTC+0000,12.53
2021-04-14 02:00:00 UTC+0000,26.8075
2021-04-14 06:00:00 UTC+0000,17.9225
2021-04-14 10:00:00 UTC+0000,24.11
2021-04-14 14:00:00 UTC+0000,17.08
2021-04-14 18:00:00 UTC+0000,10.68
2021-04-14 22:00:00 UTC+0000,7.455
2021-04-15 02:00:00 UTC+0000,23.54
2021-04-15 06:00:00 UTC+0000,421.75
2021-04-15 10:00:00 UTC+0000,16.875
2021-04-15 14:00:00 UTC+0000,12.8
2021-04-15 18:00:00 UTC+0000,7.23
2021-04-15 22:00:00 UTC+0000,40.1775
2021-04-16 02:00:00 UTC+0000,60.84
2021-04-16 06:00:00 UTC+0000,87.5
2021-04-16 10:00:00 UTC+0000,42.4975
2021-04-16 14:00:00 UTC+0000,41.945
2021-04-16 18:00:00 UTC+0000,30.835
2021-04-16 22:00:00 UTC+0000,13.25
2021-04-17 02:00:00 UTC+0000,19.7375
2021-04-17 06:00:00 UTC+0000,21.75
2021-04-17 10:00:00 UTC+0000,16.7525
2021-04-17 14:00:00 UTC+0000,17.99
2021-04-17 18:00:00 UTC+0000,12.195
2021-04-17 22:00:00 UTC+0000,8.18
2021-04-18 02:00:00 UTC+0000,11.55
2021-04-18 06:00:00 UTC+0000,13.29
2021-04-18 10:00:00 UTC+0000,11.09
2021-04-18 14:00:00 UTC+0000,12.25
2021-04-18 18:00:00 UTC+0000,8.58
2021-04-18 22:00:00 UTC+0000,26.39
2021-04-19 02:00:00 UTC+0000,33.89
2021-04-19 06:00:00 UTC+0000,40.08
2021-04-19 10:00:00 UTC+0000,27.9425
2021-04-19 14:00:00 UTC+0000,33.335
2021-04-19 18:00:00 UTC+0000,24.1675
2021-04-19 22:00:00 UTC+0000,15.53
2021-04-20 02:00:00 UTC+0000,23.39
2021-04-20 06:00:00 UTC+0000,24.5675
2021-04-20 10:00:00 UTC+0000,19.9275
2021-04-20 14:00:00 UTC+0000,21.8825
2021-04-20 18:00:00 UTC+0000,14.23
2021-04-20 22:00:00 UTC+0000,9.5875
2021-04-21 02:00:00 UTC+0000,18.47
2021-04-21 06:00:00 UTC+0000,18.11
2021-04-21 10:00:00 UTC+0000,12.6675
2021-04-21 14:00:00 UTC+0000,14.8025
2021-04-21 18:00:00 UTC+0000,9.73
2021-04-21 22:00:00 UTC+0000,7.385
2021-04-22 02:00:00 UTC+0000,13.3275
2021-04-22 06:00:00 UTC+0000,13.3775
2021-04-22 10:00:00 UTC+0000,9.94
2021-04-22 14:00:00 UTC+0000,11.0975
2021-04-22 18:00:00 UTC+0000,7.5775
2021-04-22 22:00:00 UTC+0000,5.75
2021-04-23 02:00:00 UTC+0000,11.07
2021-04-23 06:00:00 UTC+0000,10.4075
2021-04-23 10:00:00 UTC+0000,8.3175
2021-04-23 14:00:00 UTC+0000,10.32
2021-04-23 18:00:00 UTC+0000,13.845
2021-04-23 22:00:00 UTC+0000,4.875
2021-04-24 02:00:00 UTC+0000,8.2925
2021-04-24 06:00:00 UTC+0000,8.475
2021-04-24 10:00:00 UTC+0000,7.44
2021-04-24 14:00:00 UTC+0000,8.05
2021-04-24 18:00:00 UTC+0000,9.0
2021-04-24 22:00:00 UTC+0000,6.4175
2021-04-25 02:00:00 UTC+0000,8.9925
2021-04-25 06:00:00 UTC+0000,9.5425
2021-04-25 10:00:00 UTC+0000,8.0525
2021-04-25 14:00:00 UTC+0000,10.0
2021-04-25 18:00:00 UTC+0000,7.0
2021-04-25 22:00:00 UTC+0000,16.55
2021-04-26 02:00:00 UTC+0000,21.48
2021-04-26 06:00:00 UTC+0000,21.9875
2021-04-26 10:00:00 UTC+0000,17.44
2021-04-26 14:00:00 UTC+0000,20.185
2021-04-26 18:00:00 UTC+0000,13.405
2021-04-26 22:00:00 UTC+0000,10.16
2021-04-27 02:00:00 UTC+0000,15.44
2021-04-27 06:00:00 UTC+0000,15.66
2021-04-27 10:00:00 UTC+0000,12.22
2021-04-27 14:00:00 UTC+0000,14.63
2021-04-27 18:00:00 UTC+0000,9.3
2021-04-27 22:00:00 UTC+0000,7.5025
2021-04-28 02:00:00 UTC+0000,12.2
2021-04-28 06:00:00 UTC+0000,12.715
2021-04-28 10:00:00 UTC+0000,9.8225
2021-04-28 14:00:00 UTC+0000,11.945
2021-04-28 18:00:00 UTC+0000,7.72
2021-04-28 22:00:00 UTC+0000,5.5
2021-04-29 02:00:00 UTC+0000,9.6925
2021-04-29 06:00:00 UTC+0000,10.4925
2021-04-29 10:00:00 UTC+0000,8.095
2021-04-29 14:00:00 UTC+0000,9.4125
2021-04-29 18:00:00 UTC+0000,6.395
2021-04-29 22:00:00 UTC+0000,250.0
2021-04-30 02:00:00 UTC+0000,377.78
2021-04-30 06:00:00 UTC+0000,14.165
2021-04-30 10:00:00 UTC+0000,61.25
2021-04-30 14:00:00 UTC+0000,19.25
2021-04-30 18:00:00 UTC+0000,274.8975
2021-04-30 22:00:00 UTC+0000,19.2125
2021-05-01 02:00:00 UTC+0000,20.6
2021-05-01 06:00:00 UTC+0000,17.8425
2021-05-01 10:00:00 UTC+0000,15.8
2021-05-01 14:00:00 UTC+0000,16.25
2021-05-01 18:00:00 UTC+0000,20.805
2021-05-01 22:00:00 UTC+0000,11.615
2021-05-02 02:00:00 UTC+0000,13.885
2021-05-02 06:00:00 UTC+0000,12.9
2021-05-02 10:00:00 UTC+0000,17.1325
2021-05-02 14:00:00 UTC+0000,15.17
2021-05-02 18:00:00 UTC+0000,12.9325
2021-05-02 22:00:00 UTC+0000,60.225
2021-05-03 02:00:00 UTC+0000,135.25
2021-05-03 06:00:00 UTC+0000,133.0
2021-05-03 10:00:00 UTC+0000,166.875
2021-05-03 14:00:00 UTC+0000,119.25
2021-05-03 18:00:00 UTC+0000,61.0
2021-05-03 22:00:00 UTC+0000,49.75
2021-05-04 02:00:00 UTC+0000,35.7175
2021-05-04 06:00:00 UTC+0000,111.0
2021-05-04 10:00:00 UTC+0000,197.25
2021-05-04 14:00:00 UTC+0000,115.5
2021-05-04 18:00:00 UTC+0000,26.91
2021-05-04 22:00:00 UTC+0000,59.75
2021-05-05 02:00:00 UTC+0000,81.43
2021-05-05 06:00:00 UTC+0000,53.75
2021-05-05 10:00:00 UTC+0000,95.0
2021-05-05 14:00:00 UTC+0000,87.5
2021-05-05 18:00:00 UTC+0000,23.7475
2021-05-05 22:00:00 UTC+0000,32.89
2021-05-06 02:00:00 UTC+0000,68.9525
2021-05-06 06:00:00 UTC+0000,170.3125
2021-05-06 10:00:00 UTC+0000,59.095
2021-05-06 14:00:00 UTC+0000,56.755
2021-05-06 18:00:00 UTC+0000,30.0
2021-05-06 22:00:00 UTC+0000,29.75
2021-05-07 02:00:00 UTC+0000,46.0575
2021-05-07 06:00:00 UTC+0000,83.1675
2021-05-07 10:00:00 UTC+0000,45.19
2021-05-07 14:00:00 UTC+0000,43.82
2021-05-07 18:00:00 UTC+0000,122.0
2021-05-07 22:00:00 UTC+0000,19.97
2021-05-08 02:00:00 UTC+0000,27.3525
2021-05-08 06:00:00 UTC+0000,41.5
2021-05-08 10:00:00 UTC+0000,31.2225
2021-05-08 14:00:00 UTC+0000,31.8175
2021-05-08 18:00:00 UTC+0000,35.75
2021-05-08 22:00:00 UTC+0000,30.9225
2021-05-09 02:00:00 UTC+0000,30.45
2021-05-09 06:00:00 UTC+0000,36.4675
2021-05-09 10:00:00 UTC+0000,47.435
2021-05-09 14:00:00 UTC+0000,47.66
2021-05-09 18:00:00 UTC+0000,27.21
2021-05-09 22:00:00 UTC+0000,34.75
2021-05-10 02:00:00 UTC+0000,42.73
2021-05-10 06:00:00 UTC+0000,54.68
2021-05-10 10:00:00 UTC+0000,49.04
2021-05-10 14:00:00 UTC+0000,49.835
2021-05-10 18:00:00 UTC+0000,30.0
2021-05-10 22:00:00 UTC+0000,27.1825
2021-05-11 02:00:00 UTC+0000,29.4925
2021-05-11 06:00:00 UTC+0000,41.36
2021-05-11 10:00:00 UTC+0000,32.6
2021-05-11 14:00:00 UTC+0000,36.92
2021-05-11 18:00:00 UTC+0000,23.54
2021-05-11 22:00:00 UTC+0000,20.375
2021-05-12 02:00:00 UTC+0000,22.375
2021-05-12 06:00:00 UTC+0000,29.33
2021-05-12 10:00:00 UTC+0000,24.255
2021-05-12 14:00:00 UTC+0000,28.0
2021-05-12 18:00:00 UTC+0000,18.51
2021-05-12 22:00:00 UTC+0000,16.2075
2021-05-13 02:00:00 UTC+0000,17.12
2021-05-13 06:00:00 UTC+0000,21.605
2021-05-13 10:00:00 UTC+0000,18.0825
2021-05-13 14:00:00 UTC+0000,21.7525
2021-05-13 18:00:00 UTC+0000,15.02
2021-05-13 22:00:00 UTC+0000,12.63
2021-05-14 02:00:00 UTC+0000,13.8125
2021-05-14 06:00:00 UTC+0000,16.68
2021-05-14 10:00:00 UTC+0000,14.4225
2021-05-14 14:00:00 UTC+0000,16.16
2021-05-14 18:00:00 UTC+0000,12.13
2021-05-14 22:00:00 UTC+0000,10.06
2021-05-15 02:00:00 UTC+0000,10.63
2021-05-15 06:00:00 UTC+0000,12.06
2021-05-15 10:00:00 UTC+0000,10.755
2021-05-15 14:00:00 UTC+0000,12.225
2021-05-15 18:00:00 UTC+0000,9.7875
2021-05-15 22:00:00 UTC+0000,8.55
2021-05-16 02:00:00 UTC+0000,8.8
2021-05-16 06:00:00 UTC+0000,10.7675
2021-05-16 10:00:00 UTC+0000,11.08
2021-05-16 14:00:00 UTC+0000,16.5
2021-05-16 18:00:00 UTC+0000,8.8575
2021-05-16 22:00:00 UTC+0000,18.945
2021-05-17 02:00:00 UTC+0000,21.725
2021-05-17 06:00:00 UTC+0000,27.22
2021-05-17 10:00:00 UTC+0000,24.56
2021-05-17 14:00:00 UTC+0000,24.4225
2021-05-17 18:00:00 UTC+0000,16.615
2021-05-17 22:00:00 UTC+0000,13.92
2021-05-18 02:00:00 UTC+0000,16.85
2021-05-18 06:00:00 UTC+0000,20.9675
2021-05-18 10:00:00 UTC+0000,18.39
2021-05-18 14:00:00 UTC+0000,19.51
2021-05-18 18:00:00 UTC+0000,13.61
2021-05-18 22:00:00 UTC+0000,10.75
2021-05-19 02:00:00 UTC+0000,13.625
2021-05-19 06:00:00 UTC+0000,17.48
2021-05-19 10:00:00 UTC+0000,14.91
2021-05-19 14:00:00 UTC+0000,16.0575
2021-05-19 18:00:00 UTC+0000,11.53
2021-05-19 22:00:00 UTC+0000,9.4925
2021-05-20 02:00:00 UTC+0000,10.87
2021-05-20 06:00:00 UTC+0000,14.195
2021-05-20 10:00:00 UTC+0000,12.0725
2021-05-20 14:00:00 UTC+0000,13.23
2021-05-20 18:00:00 UTC+0000,9.95
2021-05-20 22:00:00 UTC+0000,7.875
2021-05-21 02:00:00 UTC+0000,8.935
2021-05-21 06:00:00 UTC+0000,11.61
2021-05-21 10:00:00 UTC+0000,9.85
2021-05-21 14:00:00 UTC+0000,11.2225
2021-05-21 18:00:00 UTC+0000,8.875
2021-05-21 22:00:00 UTC+0000,35.5775
2021-05-22 02:00:00 UTC+0000,32.75
2021-05-22 06:00:00 UTC+0000,34.2625
2021-05-22 10:00:00 UTC+0000,39.68
2021-05-22 14:00:00 UTC+0000,39.68
2021-05-22 18:00:00 UTC+0000,34.1025
2021-05-22 22:00:00 UTC+0000,32.0
2021-05-23 02:00:00 UTC+0000,27.7775
2021-05-23 06:00:00 UTC+0000,34.01
2021-05-23 10:00:00 UTC+0000,39.25
2021-05-23 14:00:00 UTC+0000,50.0
2021-05-23 18:00:00 UTC+0000,31.6025
2021-05-23 22:00:00 UTC+0000,24.9975
2021-05-24 02:00:00 UTC+0000,24.75
2021-05-24 06:00:00 UTC+0000,30.64
2021-05-24 10:00:00 UTC+0000,114.2875
2021-05-24 14:00:00 UTC+0000,74.645
2021-05-24 18:00:00 UTC+0000,24.81
2021-05-24 22:00:00 UTC+0000,21.115
2021-05-25 02:00:00 UTC+0000,24.9475
2021-05-25 06:00:00 UTC+0000,80.0
2021-05-25 10:00:00 UTC+0000,78.52
2021-05-25 14:00:00 UTC+0000,44.49
2021-05-25 18:00:00 UTC+0000,21.8225
2021-05-25 22:00:00 UTC+0000,17.5
2021-05-26 02:00:00 UTC+0000,19.25
2021-05-26 06:00:00 UTC+0000,36.875
2021-05-26 10:00:00 UTC+0000,45.91
2021-05-26 14:00:00 UTC+0000,32.75
2021-05-26 18:00:00 UTC+0000,17.94
2021-05-26 22:00:00 UTC+0000,14.71
2021-05-27 02:00:00 UTC+0000,18.05
2021-05-27 06:00:00 UTC+0000,22.25
2021-05-27 10:00:00 UTC+0000,33.36
2021-05-27 14:00:00 UTC+0000,25.71
2021-05-27 18:00:00 UTC+0000,15.75
2021-05-27 22:00:00 UTC+0000,11.9175
2021-05-28 02:00:00 UTC+0000,13.68
2021-05-28 06:00:00 UTC+0000,19.11
2021-05-28 10:00:00 UTC+0000,23.8825
2021-05-28 14:00:00 UTC+0000,19.9375
2021-05-28 18:00:00 UTC+0000,13.63
2021-05-28 22:00:00 UTC+0000,9.43
2021-05-29 02:00:00 UTC+0000,10.095
2021-05-29 06:00:00 UTC+0000,13.04
2021-05-29 10:00:00 UTC+0000,16.9425
2021-05-29 14:00:00 UTC+0000,15.1975
2021-05-29 18:00:00 UTC+0000,10.99
2021-05-29 22:00:00 UTC+0000,9.11
2021-05-30 02:00:00 UTC+0000,8.19
2021-05-30 06:00:00 UTC+0000,11.5025
2021-05-30 10:00:00 UTC+0000,14.52
2021-05-30 14:00:00 UTC+0000,15.7875
2021-05-30 18:00:00 UTC+0000,8.93
2021-05-30 22:00:00 UTC+0000,15.125
2021-05-31 02:00:00 UTC+0000,18.75
2021-05-31 06:00:00 UTC+0000,22.23
2021-05-31 10:00:00 UTC+0000,23.56
2021-05-31 14:00:00 UTC+0000,22.155
2021-05-31 18:00:00 UTC+0000,15.09
2021-05-31 22:00:00 UTC+0000,12.0075
2021-06-01 02:00:00 UTC+0000,15.035
2021-06-01 06:00:00 UTC+0000,18.79
2021-06-01 10:00:00 UTC+0000,18.5175
2021-06-01 14:00:00 UTC+0000,17.7575
2021-06-01 18:00:00 UTC+0000,12.185
2021-06-01 22:00:00 UTC+0000,10.25
2021-06-02 02:00:00 UTC+0000,12.25
2021-06-02 06:00:00 UTC+0000,16.8
2021-06-02 10:00:00 UTC+0000,15.49
2021-06-02 14:00:00 UTC+0000,17.2
2021-06-02 18:00:00 UTC+0000,11.0
2021-06-02 22:00:00 UTC+0000,8.7
2021-06-03 02:00:00 UTC+0000,10.165
2021-06-03 06:00:00 UTC+0000,14.3275
2021-06-03 10:00:00 UTC+0000,13.59
2021-06-03 14:00:00 UTC+0000,14.5
2021-06-03 18:00:00 UTC+0000,9.7775
2021-06-03 22:00:00 UTC+0000,10.4
2021-06-04 02:00:00 UTC+0000,12.7325
2021-06-04 06:00:00 UTC+0000,14.82
2021-06-04 10:00:00 UTC+0000,16.1775
2021-06-04 14:00:00 UTC+0000,14.25
2021-06-04 18:00:00 UTC+0000,11.41
2021-06-04 22:00:00 UTC+0000,9.385
2021-06-05 02:00:00 UTC+0000,12.0
2021-06-05 06:00:00 UTC+0000,12.585
2021-06-05 10:00:00 UTC+0000,14.195
2021-06-05 14:00:00 UTC+0000,13.545
2021-06-05 18:00:00 UTC+0000,9.975
2021-06-05 22:00:00 UTC+0000,8.29
2021-06-06 02:00:00 UTC+0000,9.655
2021-06-06 06:00:00 UTC+0000,10.5425
2021-06-06 10:00:00 UTC+0000,12.56
2021-06-06 14:00:00 UTC+0000,12.8025
2021-06-06 18:00:00 UTC+0000,8.6775
2021-06-06 22:00:00 UTC+0000,15.72
2021-06-07 02:00:00 UTC+0000,18.975
2021-06-07 06:00:00 UTC+0000,24.07
2021-06-07 10:00:00 UTC+0000,23.435
2021-06-07 14:00:00 UTC+0000,20.825
2021-06-07 18:00:00 UTC+0000,15.7
2021-06-07 22:00:00 UTC+0000,11.5325
2021-06-08 02:00:00 UTC+0000,14.705
2021-06-08 06:00:00 UTC+0000,18.51
2021-06-08 10:00:00 UTC+0000,17.7575
2021-06-08 14:00:00 UTC+0000,16.5575
2021-06-08 18:00:00 UTC+0000,13.145
2021-06-08 22:00:00 UTC+0000,10.2575
2021-06-09 02:00:00 UTC+0000,12.4125
2021-06-09 06:00:00 UTC+0000,16.24
2021-06-09 10:00:00 UTC+0000,15.9
2021-06-09 14:00:00 UTC+0000,15.27
2021-06-09 18:00:00 UTC+0000,13.22
2021-06-09 22:00:00 UTC+0000,10.685
2021-06-10 02:00:00 UTC+0000,13.275
2021-06-10 06:00:00 UTC+0000,379.7475
2021-06-10 10:00:00 UTC+0000,324.75
2021-06-10 14:00:00 UTC+0000,16.275
2021-06-10 18:00:00 UTC+0000,16.78
2021-06-10 22:00:00 UTC+0000,9.97
2021-06-11 02:00:00 UTC+0000,12.98
2021-06-11 06:00:00 UTC+0000,54.75
2021-06-11 10:00:00 UTC+0000,53.5725
2021-06-11 14:00:00 UTC+0000,16.09
2021-06-11 18:00:00 UTC+0000,13.75
2021-06-11 22:00:00 UTC+0000,9.0
2021-06-12 02:00:00 UTC+0000,10.98
2021-06-12 06:00:00 UTC+0000,21.415
2021-06-12 10:00:00 UTC+0000,22.3925
2021-06-12 14:00:00 UTC+0000,14.4675
2021-06-12 18:00:00 UTC+0000,12.215
2021-06-12 22:00:00 UTC+0000,12.62
2021-06-13 02:00:00 UTC+0000,13.825
2021-06-13 06:00:00 UTC+0000,23.935
2021-06-13 10:00:00 UTC+0000,24.29
2021-06-13 14:00:00 UTC+0000,21.0725
2021-06-13 18:00:00 UTC+0000,19.645
2021-06-13 22:00:00 UTC+0000,12.95
2021-06-14 02:00:00 UTC+0000,16.3475
2021-06-14 06:00:00 UTC+0000,21.115
2021-06-14 10:00:00 UTC+0000,19.935
2021-06-14 14:00:00 UTC+0000,19.0075
2021-06-14 18:00:00 UTC+0000,17.225
2021-06-14 22:00:00 UTC+0000,10.79
2021-06-15 02:00:00 UTC+0000,13.83
2021-06-15 06:00:00 UTC+0000,20.79
2021-06-15 10:00:00 UTC+0000,16.25
2021-06-15 14:00:00 UTC+0000,16.685
2021-06-15 18:00:00 UTC+0000,16.3225
2021-06-15 22:00:00 UTC+0000,10.12
2021-06-16 02:00:00 UTC+0000,12.25
2021-06-16 06:00:00 UTC+0000,18.0
2021-06-16 10:00:00 UTC+0000,14.6675
2021-06-16 14:00:00 UTC+0000,14.92
2021-06-16 18:00:00 UTC+0000,15.89
2021-06-16 22:00:00 UTC+0000,9.2875
2021-06-17 02:00:00 UTC+0000,11.25
2021-06-17 06:00:00 UTC+0000,16.345
2021-06-17 10:00:00 UTC+0000,13.4925
2021-06-17 14:00:00 UTC+0000,14.115
2021-06-17 18:00:00 UTC+0000,14.0
2021-06-17 22:00:00 UTC+0000,8.365
2021-06-18 02:00:00 UTC+0000,10.29
2021-06-18 06:00:00 UTC+0000,14.8975
2021-06-18 10:00:00 UTC+0000,11.79
2021-06-18 14:00:00 UTC+0000,12.75
2021-06-18 18:00:00 UTC+0000,12.475
2021-06-18 22:00:00 UTC+0000,7.27
2021-06-19 02:00:00 UTC+0000,8.915
2021-06-19 06:00:00 UTC+0000,12.94
2021-06-19 10:00:00 UTC+0000,10.49
2021-06-19 14:00:00 UTC+0000,10.995
2021-06-19 18:00:00 UTC+0000,11.07
2021-06-19 22:00:00 UTC+0000,6.685
2021-06-20 02:00:00 UTC+0000,7.5525
2021-06-20 06:00:00 UTC+0000,10.68
2021-06-20 10:00:00 UTC+0000,9.705
2021-06-20 14:00:00 UTC+0000,10.5075
2021-06-20 18:00:00 UTC+0000,10.2375
2021-06-20 22:00:00 UTC+0000,10.175
2021-06-21 02:00:00 UTC+0000,13.76
2021-06-21 06:00:00 UTC+0000,16.335
2021-06-21 10:00:00 UTC+0000,14.1725
2021-06-21 14:00:00 UTC+0000,14.865
2021-06-21 18:00:00 UTC+0000,14.1825
2021-06-21 22:00:00 UTC+0000,8.63
2021-06-22 02:00:00 UTC+0000,11.625
2021-06-22 06:00:00 UTC+0000,14.18
2021-06-22 10:00:00 UTC+0000,11.645
2021-06-22 14:00:00 UTC+0000,12.8975
2021-06-22 18:00:00 UTC+0000,12.4275
2021-06-22 22:00:00 UTC+0000,7.95
2021-06-23 02:00:00 UTC+0000,10.84
2021-06-23 06:00:00 UTC+0000,13.705
2021-06-23 10:00:00 UTC+0000,11.2075
2021-06-23 14:00:00 UTC+0000,11.95
2021-06-23 18:00:00 UTC+0000,13.25
2021-06-23 22:00:00 UTC+0000,7.15
2021-06-24 02:00:00 UTC+0000,9.97
2021-06-24 06:00:00 UTC+0000,17.0525
2021-06-24 10:00:00 UTC+0000,10.15
2021-06-24 14:00:00 UTC+0000,22.32
2021-06-24 18:00:00 UTC+0000,14.46
2021-06-24 22:00:00 UTC+0000,8.81
2021-06-25 02:00:00 UTC+0000,9.0
2021-06-25 06:00:00 UTC+0000,14.6875
2021-06-25 10:00:00 UTC+0000,9.14
2021-06-25 14:00:00 UTC+0000,15.5
2021-06-25 18:00:00 UTC+0000,12.99
2021-06-25 22:00:00 UTC+0000,7.7825
2021-06-26 02:00:00 UTC+0000,7.9675
2021-06-26 06:00:00 UTC+0000,12.34
2021-06-26 10:00:00 UTC+0000,7.745
2021-06-26 14:00:00 UTC+0000,12.98
2021-06-26 18:00:00 UTC+0000,11.5
2021-06-26 22:00:00 UTC+0000,6.42
2021-06-27 02:00:00 UTC+0000,6.7525
2021-06-27 06:00:00 UTC+0000,10.68
2021-06-27 10:00:00 UTC+0000,7.22
2021-06-27 14:00:00 UTC+0000,11.625
2021-06-27 18:00:00 UTC+0000,10.5675
2021-06-27 22:00:00 UTC+0000,8.9
2021-06-28 02:00:00 UTC+0000,11.9325
2021-06-28 06:00:00 UTC+0000,14.87
2021-06-28 10:00:00 UTC+0000,12.2875
2021-06-28 14:00:00 UTC+0000,14.445
2021-06-28 18:00:00 UTC+0000,13.62
2021-06-28 22:00:00 UTC+0000,7.6175
2021-06-29 02:00:00 UTC+0000,11.4325
2021-06-29 06:00:00 UTC+0000,15.7475
2021-06-29 10:00:00 UTC+0000,10.61
2021-06-29 14:00:00 UTC+0000,15.0
2021-06-29 18:00:00 UTC+0000,13.55
2021-06-29 22:00:00 UTC+0000,6.68
2021-06-30 02:00:00 UTC+0000,9.7275
2021-06-30 06:00:00 UTC+0000,13.965
2021-06-30 10:00:00 UTC+0000,9.34
2021-06-30 14:00:00 UTC+0000,13.5925
2021-06-30 18:00:00 UTC+0000,12.5
2021-06-30 22:00:00 UTC+0000,5.75
2021-07-01 02:00:00 UTC+0000,8.67
2021-07-01 06:00:00 UTC+0000,12.475
2021-07-01 10:00:00 UTC+0000,8.03
2021-07-01 14:00:00 UTC+0000,12.0975
2021-07-01 18:00:00 UTC+0000,11.53
2021-07-01 22:00:00 UTC+0000,4.9175
2021-07-02 02:00:00 UTC+0000,7.7
2021-07-02 06:00:00 UTC+0000,11.07
2021-07-02 10:00:00 UTC+0000,6.845
2021-07-02 14:00:00 UTC+0000,10.96
2021-07-02 18:00:00 UTC+0000,10.7125
2021-07-02 22:00:00 UTC+0000,3.9775
2021-07-03 02:00:00 UTC+0000,6.5175
2021-07-03 06:00:00 UTC+0000,9.435
2021-07-03 10:00:00 UTC+0000,5.4325
2021-07-03 14:00:00 UTC+0000,9.6
2021-07-03 18:00:00 UTC+0000,9.65
2021-07-03 22:00:00 UTC+0000,3.2375
2021-07-04 02:00:00 UTC+0000,5.43
2021-07-04 06:00:00 UTC+0000,7.8
2021-07-04 10:00:00 UTC+0000,4.6925
2021-07-04 14:00:00 UTC+0000,8.19
2021-07-04 18:00:00 UTC+0000,8.36
2021-07-04 22:00:00 UTC+0000,6.75
2021-07-05 02:00:00 UTC+0000,9.72
2021-07-05 06:00:00 UTC+0000,13.0
2021-07-05 10:00:00 UTC+0000,9.38
2021-07-05 14:00:00 UTC+0000,12.7825
2021-07-05 18:00:00 UTC+0000,12.0
2021-07-05 22:00:00 UTC+0000,5.04
2021-07-06 02:00:00 UTC+0000,7.865
2021-07-06 06:00:00 UTC+0000,10.475
2021-07-06 10:00:00 UTC+0000,7.41
2021-07-06 14:00:00 UTC+0000,10.63
2021-07-06 18:00:00 UTC+0000,9.965
2021-07-06 22:00:00 UTC+0000,4.405
2021-07-07 02:00:00 UTC+0000,7.5125
2021-07-07 06:00:00 UTC+0000,12.0425
2021-07-07 10:00:00 UTC+0000,6.89
2021-07-07 14:00:00 UTC+0000,12.0
2021-07-07 18:00:00 UTC+0000,10.865
2021-07-07 22:00:00 UTC+0000,3.7425
2021-07-08 02:00:00 UTC+0000,6.875
2021-07-08 06:00:00 UTC+0000,10.66
2021-07-08 10:00:00 UTC+0000,5.9425
2021-07-08 14:00:00 UTC+0000,10.89
2021-07-08 18:00:00 UTC+0000,10.41
2021-07-08 22:00:00 UTC+0000,3.15
2021-07-09 02:00:00 UTC+0000,5.81
2021-07-09 06:00:00 UTC+0000,9.2825
2021-07-09 10:00:00 UTC+0000,5.1125
2021-07-09 14:00:00 UTC+0000,9.68
2021-07-09 18:00:00 UTC+0000,9.7125
2021-07-09 22:00:00 UTC+0000,2.92
2021-07-10 02:00:00 UTC+0000,5.045
2021-07-10 06:00:00 UTC+0000,8.0525
2021-07-10 10:00:00 UTC+0000,4.63
