time (UTC),mFRR-_capacity_marginal_price[(EUR/MW)/h]
2022-01-10 03:00:00 UTC+0000,3.6
2022-01-10 07:00:00 UTC+0000,0.77
2022-01-10 11:00:00 UTC+0000,0.01
2022-01-10 15:00:00 UTC+0000,0.08
2022-01-10 19:00:00 UTC+0000,0.4
2022-01-10 23:00:00 UTC+0000,1.95
2022-01-11 03:00:00 UTC+0000,1.99
2022-01-11 07:00:00 UTC+0000,0.31
2022-01-11 11:00:00 UTC+0000,0.05
2022-01-11 15:00:00 UTC+0000,0.0
2022-01-11 19:00:00 UTC+0000,0.2
2022-01-11 23:00:00 UTC+0000,1.05
2022-01-12 03:00:00 UTC+0000,1.0
2022-01-12 07:00:00 UTC+0000,0.17
2022-01-12 11:00:00 UTC+0000,0.02
2022-01-12 15:00:00 UTC+0000,0.11
2022-01-12 19:00:00 UTC+0000,0.13
2022-01-12 23:00:00 UTC+0000,1.02
2022-01-13 03:00:00 UTC+0000,0.94
2022-01-13 07:00:00 UTC+0000,0.15
2022-01-13 11:00:00 UTC+0000,0.12
2022-01-13 15:00:00 UTC+0000,0.1
2022-01-13 19:00:00 UTC+0000,0.15
2022-01-13 23:00:00 UTC+0000,2.5
2022-01-14 03:00:00 UTC+0000,1.17
2022-01-14 07:00:00 UTC+0000,0.16
2022-01-14 11:00:00 UTC+0000,0.14
2022-01-14 15:00:00 UTC+0000,0.11
2022-01-14 19:00:00 UTC+0000,0.1
2022-01-14 23:00:00 UTC+0000,0.82
2022-01-15 03:00:00 UTC+0000,0.54
2022-01-15 07:00:00 UTC+0000,0.15
2022-01-15 11:00:00 UTC+0000,0.04
2022-01-15 15:00:00 UTC+0000,0.06
2022-01-15 19:00:00 UTC+0000,0.09
2022-01-15 23:00:00 UTC+0000,0.9
2022-01-16 03:00:00 UTC+0000,0.8
2022-01-16 07:00:00 UTC+0000,0.3
2022-01-16 11:00:00 UTC+0000,4.0
2022-01-16 15:00:00 UTC+0000,0.16
2022-01-16 19:00:00 UTC+0000,2.38
2022-01-16 23:00:00 UTC+0000,11.11
2022-01-17 03:00:00 UTC+0000,19.6
2022-01-17 07:00:00 UTC+0000,0.5
2022-01-17 11:00:00 UTC+0000,0.81
2022-01-17 15:00:00 UTC+0000,0.2
2022-01-17 19:00:00 UTC+0000,0.9
2022-01-17 23:00:00 UTC+0000,2.55
2022-01-18 03:00:00 UTC+0000,3.0
2022-01-18 07:00:00 UTC+0000,0.12
2022-01-18 11:00:00 UTC+0000,0.1
2022-01-18 15:00:00 UTC+0000,0.04
2022-01-18 19:00:00 UTC+0000,0.2
2022-01-18 23:00:00 UTC+0000,1.2
2022-01-19 03:00:00 UTC+0000,1.28
2022-01-19 07:00:00 UTC+0000,0.3
2022-01-19 11:00:00 UTC+0000,0.32
2022-01-19 15:00:00 UTC+0000,1.5
2022-01-19 19:00:00 UTC+0000,9.53
2022-01-19 23:00:00 UTC+0000,8.0
2022-01-20 03:00:00 UTC+0000,7.4
2022-01-20 07:00:00 UTC+0000,0.43
2022-01-20 11:00:00 UTC+0000,0.7
2022-01-20 15:00:00 UTC+0000,0.4
2022-01-20 19:00:00 UTC+0000,2.61
2022-01-20 23:00:00 UTC+0000,3.26
2022-01-21 03:00:00 UTC+0000,2.88
2022-01-21 07:00:00 UTC+0000,0.27
2022-01-21 11:00:00 UTC+0000,0.31
2022-01-21 15:00:00 UTC+0000,0.21
2022-01-21 19:00:00 UTC+0000,0.75
2022-01-21 23:00:00 UTC+0000,1.8
2022-01-22 03:00:00 UTC+0000,1.33
2022-01-22 07:00:00 UTC+0000,0.16
2022-01-22 11:00:00 UTC+0000,0.12
2022-01-22 15:00:00 UTC+0000,0.06
2022-01-22 19:00:00 UTC+0000,0.36
2022-01-22 23:00:00 UTC+0000,1.0
2022-01-23 03:00:00 UTC+0000,0.8
2022-01-23 07:00:00 UTC+0000,0.11
2022-01-23 11:00:00 UTC+0000,0.0
2022-01-23 15:00:00 UTC+0000,0.04
2022-01-23 19:00:00 UTC+0000,0.16
2022-01-23 23:00:00 UTC+0000,0.8
2022-01-24 03:00:00 UTC+0000,0.5
2022-01-24 07:00:00 UTC+0000,0.05
2022-01-24 11:00:00 UTC+0000,0.08
2022-01-24 15:00:00 UTC+0000,0.0
2022-01-24 19:00:00 UTC+0000,0.08
2022-01-24 23:00:00 UTC+0000,0.52
2022-01-25 03:00:00 UTC+0000,0.38
2022-01-25 07:00:00 UTC+0000,0.03
2022-01-25 11:00:00 UTC+0000,0.04
2022-01-25 15:00:00 UTC+0000,0.02
2022-01-25 19:00:00 UTC+0000,0.05
2022-01-25 23:00:00 UTC+0000,0.3
2022-01-26 03:00:00 UTC+0000,0.23
2022-01-26 07:00:00 UTC+0000,0.11
2022-01-26 11:00:00 UTC+0000,0.02
2022-01-26 15:00:00 UTC+0000,0.02
2022-01-26 19:00:00 UTC+0000,0.75
2022-01-26 23:00:00 UTC+0000,4.78
2022-01-27 03:00:00 UTC+0000,4.52
2022-01-27 07:00:00 UTC+0000,0.3
2022-01-27 11:00:00 UTC+0000,0.32
2022-01-27 15:00:00 UTC+0000,0.5
2022-01-27 19:00:00 UTC+0000,6.5
2022-01-27 23:00:00 UTC+0000,11.6
2022-01-28 03:00:00 UTC+0000,17.8
2022-01-28 07:00:00 UTC+0000,0.19
2022-01-28 11:00:00 UTC+0000,0.2
2022-01-28 15:00:00 UTC+0000,0.16
2022-01-28 19:00:00 UTC+0000,1.16
2022-01-28 23:00:00 UTC+0000,4.07
2022-01-29 03:00:00 UTC+0000,4.03
2022-01-29 07:00:00 UTC+0000,1.5
2022-01-29 11:00:00 UTC+0000,4.0
2022-01-29 15:00:00 UTC+0000,3.0
2022-01-29 19:00:00 UTC+0000,6.25
2022-01-29 23:00:00 UTC+0000,12.0
2022-01-30 03:00:00 UTC+0000,11.2
2022-01-30 07:00:00 UTC+0000,9.0
2022-01-30 11:00:00 UTC+0000,5.98
2022-01-30 15:00:00 UTC+0000,1.37
2022-01-30 19:00:00 UTC+0000,2.55
2022-01-30 23:00:00 UTC+0000,3.3
2022-01-31 03:00:00 UTC+0000,3.21
2022-01-31 07:00:00 UTC+0000,0.5
2022-01-31 11:00:00 UTC+0000,0.66
2022-01-31 15:00:00 UTC+0000,0.25
2022-01-31 19:00:00 UTC+0000,0.3
2022-01-31 23:00:00 UTC+0000,1.58
2022-02-01 03:00:00 UTC+0000,1.56
2022-02-01 07:00:00 UTC+0000,0.2
2022-02-01 11:00:00 UTC+0000,0.2
2022-02-01 15:00:00 UTC+0000,0.21
2022-02-01 19:00:00 UTC+0000,5.0
2022-02-01 23:00:00 UTC+0000,7.0
2022-02-02 03:00:00 UTC+0000,5.4
2022-02-02 07:00:00 UTC+0000,0.37
2022-02-02 11:00:00 UTC+0000,0.14
2022-02-02 15:00:00 UTC+0000,0.1
2022-02-02 19:00:00 UTC+0000,0.7
2022-02-02 23:00:00 UTC+0000,1.62
2022-02-03 03:00:00 UTC+0000,1.27
2022-02-03 07:00:00 UTC+0000,0.12
2022-02-03 11:00:00 UTC+0000,0.06
2022-02-03 15:00:00 UTC+0000,0.06
2022-02-03 19:00:00 UTC+0000,0.44
2022-02-03 23:00:00 UTC+0000,0.94
2022-02-04 03:00:00 UTC+0000,0.88
2022-02-04 07:00:00 UTC+0000,0.05
2022-02-04 11:00:00 UTC+0000,0.05
2022-02-04 15:00:00 UTC+0000,0.06
2022-02-04 19:00:00 UTC+0000,2.0
2022-02-04 23:00:00 UTC+0000,4.03
2022-02-05 03:00:00 UTC+0000,3.24
2022-02-05 07:00:00 UTC+0000,0.62
2022-02-05 11:00:00 UTC+0000,3.2
2022-02-05 15:00:00 UTC+0000,0.8
2022-02-05 19:00:00 UTC+0000,2.89
2022-02-05 23:00:00 UTC+0000,9.33
2022-02-06 03:00:00 UTC+0000,9.1
2022-02-06 07:00:00 UTC+0000,3.38
2022-02-06 11:00:00 UTC+0000,3.16
2022-02-06 15:00:00 UTC+0000,0.98
2022-02-06 19:00:00 UTC+0000,1.75
2022-02-06 23:00:00 UTC+0000,5.74
2022-02-07 03:00:00 UTC+0000,3.9
2022-02-07 07:00:00 UTC+0000,0.66
2022-02-07 11:00:00 UTC+0000,1.8
2022-02-07 15:00:00 UTC+0000,0.44
2022-02-07 19:00:00 UTC+0000,0.77
2022-02-07 23:00:00 UTC+0000,1.97
2022-02-08 03:00:00 UTC+0000,1.95
2022-02-08 07:00:00 UTC+0000,0.17
2022-02-08 11:00:00 UTC+0000,0.28
2022-02-08 15:00:00 UTC+0000,0.2
2022-02-08 19:00:00 UTC+0000,0.38
2022-02-08 23:00:00 UTC+0000,1.31
2022-02-09 03:00:00 UTC+0000,1.25
2022-02-09 07:00:00 UTC+0000,0.1
2022-02-09 11:00:00 UTC+0000,0.15
2022-02-09 15:00:00 UTC+0000,0.09
2022-02-09 19:00:00 UTC+0000,0.15
2022-02-09 23:00:00 UTC+0000,0.67
2022-02-10 03:00:00 UTC+0000,0.68
2022-02-10 07:00:00 UTC+0000,0.08
2022-02-10 11:00:00 UTC+0000,0.11
2022-02-10 15:00:00 UTC+0000,0.07
2022-02-10 19:00:00 UTC+0000,0.31
2022-02-10 23:00:00 UTC+0000,0.6
2022-02-11 03:00:00 UTC+0000,0.85
2022-02-11 07:00:00 UTC+0000,0.1
2022-02-11 11:00:00 UTC+0000,0.3
2022-02-11 15:00:00 UTC+0000,0.08
2022-02-11 19:00:00 UTC+0000,0.1
2022-02-11 23:00:00 UTC+0000,0.3
2022-02-12 03:00:00 UTC+0000,0.46
2022-02-12 07:00:00 UTC+0000,0.0
2022-02-12 11:00:00 UTC+0000,1.6
2022-02-12 15:00:00 UTC+0000,0.09
2022-02-12 19:00:00 UTC+0000,0.13
2022-02-12 23:00:00 UTC+0000,3.13
2022-02-13 03:00:00 UTC+0000,1.0
2022-02-13 07:00:00 UTC+0000,4.0
2022-02-13 11:00:00 UTC+0000,8.62
2022-02-13 15:00:00 UTC+0000,0.51
2022-02-13 19:00:00 UTC+0000,1.2
2022-02-13 23:00:00 UTC+0000,6.64
2022-02-14 03:00:00 UTC+0000,3.6
2022-02-14 07:00:00 UTC+0000,0.52
2022-02-14 11:00:00 UTC+0000,2.7
2022-02-14 15:00:00 UTC+0000,0.24
2022-02-14 19:00:00 UTC+0000,0.45
2022-02-14 23:00:00 UTC+0000,1.44
2022-02-15 03:00:00 UTC+0000,0.84
2022-02-15 07:00:00 UTC+0000,0.13
2022-02-15 11:00:00 UTC+0000,0.82
2022-02-15 15:00:00 UTC+0000,0.11
2022-02-15 19:00:00 UTC+0000,1.4
2022-02-15 23:00:00 UTC+0000,1.62
2022-02-16 03:00:00 UTC+0000,0.69
2022-02-16 07:00:00 UTC+0000,0.08
2022-02-16 11:00:00 UTC+0000,0.34
2022-02-16 15:00:00 UTC+0000,0.17
2022-02-16 19:00:00 UTC+0000,1.14
2022-02-16 23:00:00 UTC+0000,5.26
2022-02-17 03:00:00 UTC+0000,3.25
2022-02-17 07:00:00 UTC+0000,0.45
2022-02-17 11:00:00 UTC+0000,4.89
2022-02-17 15:00:00 UTC+0000,0.34
2022-02-17 19:00:00 UTC+0000,0.8
2022-02-17 23:00:00 UTC+0000,2.78
2022-02-18 03:00:00 UTC+0000,1.5
2022-02-18 07:00:00 UTC+0000,0.28
2022-02-18 11:00:00 UTC+0000,2.56
2022-02-18 15:00:00 UTC+0000,0.3
2022-02-18 19:00:00 UTC+0000,0.62
2022-02-18 23:00:00 UTC+0000,4.1
2022-02-19 03:00:00 UTC+0000,3.8
2022-02-19 07:00:00 UTC+0000,13.5
2022-02-19 11:00:00 UTC+0000,23.8
2022-02-19 15:00:00 UTC+0000,0.85
2022-02-19 19:00:00 UTC+0000,0.57
2022-02-19 23:00:00 UTC+0000,2.1
2022-02-20 03:00:00 UTC+0000,1.8
2022-02-20 07:00:00 UTC+0000,3.6
2022-02-20 11:00:00 UTC+0000,6.0
2022-02-20 15:00:00 UTC+0000,0.51
2022-02-20 19:00:00 UTC+0000,1.0
2022-02-20 23:00:00 UTC+0000,4.75
2022-02-21 03:00:00 UTC+0000,2.1
2022-02-21 07:00:00 UTC+0000,1.23
2022-02-21 11:00:00 UTC+0000,3.08
2022-02-21 15:00:00 UTC+0000,0.28
2022-02-21 19:00:00 UTC+0000,0.48
2022-02-21 23:00:00 UTC+0000,3.8
2022-02-22 03:00:00 UTC+0000,1.16
2022-02-22 07:00:00 UTC+0000,0.7
2022-02-22 11:00:00 UTC+0000,1.3
2022-02-22 15:00:00 UTC+0000,0.16
2022-02-22 19:00:00 UTC+0000,0.35
2022-02-22 23:00:00 UTC+0000,2.65
2022-02-23 03:00:00 UTC+0000,0.8
2022-02-23 07:00:00 UTC+0000,0.5
2022-02-23 11:00:00 UTC+0000,1.21
2022-02-23 15:00:00 UTC+0000,0.1
2022-02-23 19:00:00 UTC+0000,0.2
2022-02-23 23:00:00 UTC+0000,1.3
2022-02-24 03:00:00 UTC+0000,0.43
2022-02-24 07:00:00 UTC+0000,0.26
2022-02-24 11:00:00 UTC+0000,1.0
2022-02-24 15:00:00 UTC+0000,0.1
2022-02-24 19:00:00 UTC+0000,0.33
2022-02-24 23:00:00 UTC+0000,1.84
2022-02-25 03:00:00 UTC+0000,0.9
2022-02-25 07:00:00 UTC+0000,1.7
2022-02-25 11:00:00 UTC+0000,1.8
2022-02-25 15:00:00 UTC+0000,0.1
2022-02-25 19:00:00 UTC+0000,0.15
2022-02-25 23:00:00 UTC+0000,0.8
2022-02-26 03:00:00 UTC+0000,0.39
2022-02-26 07:00:00 UTC+0000,0.39
2022-02-26 11:00:00 UTC+0000,0.79
2022-02-26 15:00:00 UTC+0000,0.1
2022-02-26 19:00:00 UTC+0000,0.09
2022-02-26 23:00:00 UTC+0000,0.37
2022-02-27 03:00:00 UTC+0000,0.28
2022-02-27 07:00:00 UTC+0000,0.76
2022-02-27 11:00:00 UTC+0000,1.26
2022-02-27 15:00:00 UTC+0000,0.1
2022-02-27 19:00:00 UTC+0000,0.1
2022-02-27 23:00:00 UTC+0000,0.26
2022-02-28 03:00:00 UTC+0000,0.15
2022-02-28 07:00:00 UTC+0000,0.26
2022-02-28 11:00:00 UTC+0000,0.64
2022-02-28 15:00:00 UTC+0000,0.05
2022-02-28 19:00:00 UTC+0000,0.07
2022-02-28 23:00:00 UTC+0000,0.35
2022-03-01 03:00:00 UTC+0000,0.12
2022-03-01 07:00:00 UTC+0000,0.14
2022-03-01 11:00:00 UTC+0000,0.43
2022-03-01 15:00:00 UTC+0000,0.03
2022-03-01 19:00:00 UTC+0000,0.05
2022-03-01 23:00:00 UTC+0000,0.23
2022-03-02 03:00:00 UTC+0000,0.1
2022-03-02 07:00:00 UTC+0000,0.1
2022-03-02 11:00:00 UTC+0000,0.31
2022-03-02 15:00:00 UTC+0000,0.03
2022-03-02 19:00:00 UTC+0000,0.03
2022-03-02 23:00:00 UTC+0000,0.2
2022-03-03 03:00:00 UTC+0000,0.09
2022-03-03 07:00:00 UTC+0000,0.06
2022-03-03 11:00:00 UTC+0000,0.33
2022-03-03 15:00:00 UTC+0000,0.02
2022-03-03 19:00:00 UTC+0000,0.03
2022-03-03 23:00:00 UTC+0000,0.13
2022-03-04 03:00:00 UTC+0000,0.07
2022-03-04 07:00:00 UTC+0000,0.08
2022-03-04 11:00:00 UTC+0000,0.23
2022-03-04 15:00:00 UTC+0000,0.03
2022-03-04 19:00:00 UTC+0000,0.03
2022-03-04 23:00:00 UTC+0000,0.11
2022-03-05 03:00:00 UTC+0000,0.05
2022-03-05 07:00:00 UTC+0000,0.1
2022-03-05 11:00:00 UTC+0000,0.3
2022-03-05 15:00:00 UTC+0000,0.03
2022-03-05 19:00:00 UTC+0000,0.03
2022-03-05 23:00:00 UTC+0000,0.08
2022-03-06 03:00:00 UTC+0000,0.04
2022-03-06 07:00:00 UTC+0000,0.1
2022-03-06 11:00:00 UTC+0000,0.51
2022-03-06 15:00:00 UTC+0000,0.03
2022-03-06 19:00:00 UTC+0000,0.02
2022-03-06 23:00:00 UTC+0000,0.05
2022-03-07 03:00:00 UTC+0000,0.09
2022-03-07 07:00:00 UTC+0000,0.12
2022-03-07 11:00:00 UTC+0000,0.49
2022-03-07 15:00:00 UTC+0000,0.1
2022-03-07 19:00:00 UTC+0000,0.03
2022-03-07 23:00:00 UTC+0000,0.03
2022-03-08 03:00:00 UTC+0000,0.1
2022-03-08 07:00:00 UTC+0000,0.09
2022-03-08 11:00:00 UTC+0000,0.39
2022-03-08 15:00:00 UTC+0000,0.1
2022-03-08 19:00:00 UTC+0000,0.07
2022-03-08 23:00:00 UTC+0000,0.1
2022-03-09 03:00:00 UTC+0000,0.09
2022-03-09 07:00:00 UTC+0000,0.15
2022-03-09 11:00:00 UTC+0000,0.89
2022-03-09 15:00:00 UTC+0000,0.08
2022-03-09 19:00:00 UTC+0000,0.06
2022-03-09 23:00:00 UTC+0000,0.1
2022-03-10 03:00:00 UTC+0000,0.07
2022-03-10 07:00:00 UTC+0000,0.2
2022-03-10 11:00:00 UTC+0000,0.84
2022-03-10 15:00:00 UTC+0000,0.1
2022-03-10 19:00:00 UTC+0000,0.4
2022-03-10 23:00:00 UTC+0000,0.74
2022-03-11 03:00:00 UTC+0000,0.24
2022-03-11 07:00:00 UTC+0000,0.46
2022-03-11 11:00:00 UTC+0000,12.0
2022-03-11 15:00:00 UTC+0000,0.48
2022-03-11 19:00:00 UTC+0000,0.6
2022-03-11 23:00:00 UTC+0000,0.61
2022-03-12 03:00:00 UTC+0000,0.25
2022-03-12 07:00:00 UTC+0000,0.44
2022-03-12 11:00:00 UTC+0000,6.16
2022-03-12 15:00:00 UTC+0000,0.2
2022-03-12 19:00:00 UTC+0000,0.3
2022-03-12 23:00:00 UTC+0000,0.45
2022-03-13 03:00:00 UTC+0000,0.42
2022-03-13 07:00:00 UTC+0000,15.0
2022-03-13 11:00:00 UTC+0000,57.31
2022-03-13 15:00:00 UTC+0000,1.2
2022-03-13 19:00:00 UTC+0000,0.25
2022-03-13 23:00:00 UTC+0000,0.3
2022-03-14 03:00:00 UTC+0000,0.19
2022-03-14 07:00:00 UTC+0000,1.09
2022-03-14 11:00:00 UTC+0000,4.33
2022-03-14 15:00:00 UTC+0000,0.32
2022-03-14 19:00:00 UTC+0000,0.15
2022-03-14 23:00:00 UTC+0000,0.18
2022-03-15 03:00:00 UTC+0000,0.16
2022-03-15 07:00:00 UTC+0000,0.31
2022-03-15 11:00:00 UTC+0000,1.52
2022-03-15 15:00:00 UTC+0000,0.11
2022-03-15 19:00:00 UTC+0000,0.1
2022-03-15 23:00:00 UTC+0000,0.11
2022-03-16 03:00:00 UTC+0000,0.09
2022-03-16 07:00:00 UTC+0000,0.23
2022-03-16 11:00:00 UTC+0000,1.5
2022-03-16 15:00:00 UTC+0000,0.07
2022-03-16 19:00:00 UTC+0000,0.18
2022-03-16 23:00:00 UTC+0000,0.37
2022-03-17 03:00:00 UTC+0000,0.17
2022-03-17 07:00:00 UTC+0000,0.2
2022-03-17 11:00:00 UTC+0000,0.95
2022-03-17 15:00:00 UTC+0000,0.05
2022-03-17 19:00:00 UTC+0000,0.09
2022-03-17 23:00:00 UTC+0000,0.13
2022-03-18 03:00:00 UTC+0000,0.08
2022-03-18 07:00:00 UTC+0000,0.15
2022-03-18 11:00:00 UTC+0000,1.0
2022-03-18 15:00:00 UTC+0000,0.04
2022-03-18 19:00:00 UTC+0000,0.05
2022-03-18 23:00:00 UTC+0000,0.16
2022-03-19 03:00:00 UTC+0000,0.1
2022-03-19 07:00:00 UTC+0000,18.43
2022-03-19 11:00:00 UTC+0000,103.06
2022-03-19 15:00:00 UTC+0000,4.0
2022-03-19 19:00:00 UTC+0000,0.2
2022-03-19 23:00:00 UTC+0000,0.29
2022-03-20 03:00:00 UTC+0000,0.34
2022-03-20 07:00:00 UTC+0000,58.0
2022-03-20 11:00:00 UTC+0000,121.0
2022-03-20 15:00:00 UTC+0000,3.25
2022-03-20 19:00:00 UTC+0000,0.15
2022-03-20 23:00:00 UTC+0000,0.19
2022-03-21 03:00:00 UTC+0000,0.11
2022-03-21 07:00:00 UTC+0000,9.43
2022-03-21 11:00:00 UTC+0000,16.86
2022-03-21 15:00:00 UTC+0000,0.5
2022-03-21 19:00:00 UTC+0000,0.09
2022-03-21 23:00:00 UTC+0000,0.08
2022-03-22 03:00:00 UTC+0000,0.07
2022-03-22 07:00:00 UTC+0000,3.94
2022-03-22 11:00:00 UTC+0000,9.14
2022-03-22 15:00:00 UTC+0000,0.22
2022-03-22 19:00:00 UTC+0000,0.05
2022-03-22 23:00:00 UTC+0000,0.06
2022-03-23 03:00:00 UTC+0000,0.05
2022-03-23 07:00:00 UTC+0000,2.35
2022-03-23 11:00:00 UTC+0000,7.77
2022-03-23 15:00:00 UTC+0000,0.15
2022-03-23 19:00:00 UTC+0000,0.06
2022-03-23 23:00:00 UTC+0000,0.04
2022-03-24 03:00:00 UTC+0000,0.04
2022-03-24 07:00:00 UTC+0000,1.54
2022-03-24 11:00:00 UTC+0000,6.11
2022-03-24 15:00:00 UTC+0000,0.08
2022-03-24 19:00:00 UTC+0000,0.05
2022-03-24 23:00:00 UTC+0000,0.02
2022-03-25 03:00:00 UTC+0000,0.02
2022-03-25 07:00:00 UTC+0000,1.05
2022-03-25 11:00:00 UTC+0000,4.33
2022-03-25 15:00:00 UTC+0000,0.05
2022-03-25 19:00:00 UTC+0000,0.04
2022-03-25 23:00:00 UTC+0000,0.5
2022-03-26 03:00:00 UTC+0000,0.11
2022-03-26 07:00:00 UTC+0000,7.12
2022-03-26 11:00:00 UTC+0000,18.5
2022-03-26 15:00:00 UTC+0000,1.21
2022-03-26 19:00:00 UTC+0000,1.47
2022-03-26 23:00:00 UTC+0000,0.25
2022-03-27 02:00:00 UTC+0000,0.06
2022-03-27 06:00:00 UTC+0000,4.17
2022-03-27 10:00:00 UTC+0000,16.52
2022-03-27 14:00:00 UTC+0000,0.99
2022-03-27 18:00:00 UTC+0000,0.76
2022-03-27 22:00:00 UTC+0000,0.34
2022-03-28 02:00:00 UTC+0000,0.06
2022-03-28 06:00:00 UTC+0000,2.89
2022-03-28 10:00:00 UTC+0000,15.6
2022-03-28 14:00:00 UTC+0000,1.06
2022-03-28 18:00:00 UTC+0000,0.4
2022-03-28 22:00:00 UTC+0000,0.2
2022-03-29 02:00:00 UTC+0000,0.1
2022-03-29 06:00:00 UTC+0000,1.26
2022-03-29 10:00:00 UTC+0000,6.15
2022-03-29 14:00:00 UTC+0000,0.76
2022-03-29 18:00:00 UTC+0000,0.25
2022-03-29 22:00:00 UTC+0000,0.1
2022-03-30 02:00:00 UTC+0000,0.05
2022-03-30 06:00:00 UTC+0000,0.57
2022-03-30 10:00:00 UTC+0000,3.0
2022-03-30 14:00:00 UTC+0000,0.43
2022-03-30 18:00:00 UTC+0000,0.15
2022-03-30 22:00:00 UTC+0000,0.06
2022-03-31 02:00:00 UTC+0000,0.04
2022-03-31 06:00:00 UTC+0000,0.46
2022-03-31 10:00:00 UTC+0000,2.42
2022-03-31 14:00:00 UTC+0000,0.37
2022-03-31 18:00:00 UTC+0000,0.3
2022-03-31 22:00:00 UTC+0000,0.76
2022-04-01 02:00:00 UTC+0000,1.36
2022-04-01 06:00:00 UTC+0000,0.4
2022-04-01 10:00:00 UTC+0000,2.09
2022-04-01 14:00:00 UTC+0000,0.33
2022-04-01 18:00:00 UTC+0000,0.25
2022-04-01 22:00:00 UTC+0000,0.29
2022-04-02 02:00:00 UTC+0000,0.33
2022-04-02 06:00:00 UTC+0000,0.6
2022-04-02 10:00:00 UTC+0000,6.0
2022-04-02 14:00:00 UTC+0000,0.33
2022-04-02 18:00:00 UTC+0000,0.17
2022-04-02 22:00:00 UTC+0000,0.07
2022-04-03 02:00:00 UTC+0000,0.11
2022-04-03 06:00:00 UTC+0000,1.2
2022-04-03 10:00:00 UTC+0000,26.79
2022-04-03 14:00:00 UTC+0000,0.62
2022-04-03 18:00:00 UTC+0000,0.15
2022-04-03 22:00:00 UTC+0000,0.11
2022-04-04 02:00:00 UTC+0000,0.12
2022-04-04 06:00:00 UTC+0000,15.0
2022-04-04 10:00:00 UTC+0000,33.33
2022-04-04 14:00:00 UTC+0000,3.0
2022-04-04 18:00:00 UTC+0000,1.13
2022-04-04 22:00:00 UTC+0000,4.0
2022-04-05 02:00:00 UTC+0000,2.97
2022-04-05 06:00:00 UTC+0000,1.94
2022-04-05 10:00:00 UTC+0000,8.9
2022-04-05 14:00:00 UTC+0000,0.8
2022-04-05 18:00:00 UTC+0000,0.27
2022-04-05 22:00:00 UTC+0000,1.7
2022-04-06 02:00:00 UTC+0000,1.33
2022-04-06 06:00:00 UTC+0000,1.95
2022-04-06 10:00:00 UTC+0000,17.03
2022-04-06 14:00:00 UTC+0000,3.0
2022-04-06 18:00:00 UTC+0000,0.8
2022-04-06 22:00:00 UTC+0000,38.33
2022-04-07 02:00:00 UTC+0000,12.82
2022-04-07 06:00:00 UTC+0000,2.83
2022-04-07 10:00:00 UTC+0000,12.69
2022-04-07 14:00:00 UTC+0000,1.9
2022-04-07 18:00:00 UTC+0000,0.89
2022-04-07 22:00:00 UTC+0000,13.34
2022-04-08 02:00:00 UTC+0000,6.4
2022-04-08 06:00:00 UTC+0000,1.6
2022-04-08 10:00:00 UTC+0000,7.1
2022-04-08 14:00:00 UTC+0000,0.85
2022-04-08 18:00:00 UTC+0000,0.33
2022-04-08 22:00:00 UTC+0000,3.35
2022-04-09 02:00:00 UTC+0000,2.5
2022-04-09 06:00:00 UTC+0000,22.71
2022-04-09 10:00:00 UTC+0000,94.0
2022-04-09 14:00:00 UTC+0000,49.69
2022-04-09 18:00:00 UTC+0000,0.64
2022-04-09 22:00:00 UTC+0000,3.2
2022-04-10 02:00:00 UTC+0000,2.6
2022-04-10 06:00:00 UTC+0000,36.8
2022-04-10 10:00:00 UTC+0000,115.38
2022-04-10 14:00:00 UTC+0000,56.12
2022-04-10 18:00:00 UTC+0000,0.54
2022-04-10 22:00:00 UTC+0000,1.11
2022-04-11 02:00:00 UTC+0000,1.2
2022-04-11 06:00:00 UTC+0000,6.26
2022-04-11 10:00:00 UTC+0000,28.0
2022-04-11 14:00:00 UTC+0000,6.08
2022-04-11 18:00:00 UTC+0000,0.32
2022-04-11 22:00:00 UTC+0000,0.54
2022-04-12 02:00:00 UTC+0000,0.59
2022-04-12 06:00:00 UTC+0000,3.49
2022-04-12 10:00:00 UTC+0000,16.87
2022-04-12 14:00:00 UTC+0000,3.47
2022-04-12 18:00:00 UTC+0000,0.18
2022-04-12 22:00:00 UTC+0000,0.32
2022-04-13 02:00:00 UTC+0000,0.29
2022-04-13 06:00:00 UTC+0000,1.9
2022-04-13 10:00:00 UTC+0000,8.67
2022-04-13 14:00:00 UTC+0000,1.6
2022-04-13 18:00:00 UTC+0000,0.1
2022-04-13 22:00:00 UTC+0000,0.19
2022-04-14 02:00:00 UTC+0000,0.15
2022-04-14 06:00:00 UTC+0000,1.08
2022-04-14 10:00:00 UTC+0000,5.16
2022-04-14 14:00:00 UTC+0000,0.8
2022-04-14 18:00:00 UTC+0000,0.05
2022-04-14 22:00:00 UTC+0000,0.22
2022-04-15 02:00:00 UTC+0000,0.17
2022-04-15 06:00:00 UTC+0000,1.14
2022-04-15 10:00:00 UTC+0000,5.9
2022-04-15 14:00:00 UTC+0000,0.8
2022-04-15 18:00:00 UTC+0000,0.05
2022-04-15 22:00:00 UTC+0000,0.21
2022-04-16 02:00:00 UTC+0000,0.25
2022-04-16 06:00:00 UTC+0000,9.0
2022-04-16 10:00:00 UTC+0000,94.49
2022-04-16 14:00:00 UTC+0000,8.66
2022-04-16 18:00:00 UTC+0000,0.19
