time (UTC),ground truth,Forecast: Benchmark Lag-1d (mod),Forecast: Benchmark Lag-1d,Forecast: Benchmark Lag-7d
2022-11-26 19:00:00 UTC+0000,7.19,4.29,7.44,4.29
2022-11-26 23:00:00 UTC+0000,29.15,21.69,31.02,21.69
2022-11-27 03:00:00 UTC+0000,35.3,14.05,20.64,14.05
2022-11-27 07:00:00 UTC+0000,17.7,5.85,4.24,5.85
2022-11-27 11:00:00 UTC+0000,16.76,8.38,6.53,8.38
2022-11-27 15:00:00 UTC+0000,11.6,2.42,2.11,2.42
2022-11-27 19:00:00 UTC+0000,6.7,4.7,7.19,4.7
2022-11-27 23:00:00 UTC+0000,30.9,43.33,29.15,27.54
2022-11-28 03:00:00 UTC+0000,50.02,33.88,35.3,15.95
2022-11-28 07:00:00 UTC+0000,6.86,3.4,17.7,4.99
2022-11-28 11:00:00 UTC+0000,6.97,3.44,16.76,7.0
2022-11-28 15:00:00 UTC+0000,5.0,1.99,11.6,3.4
2022-11-28 19:00:00 UTC+0000,6.93,7.44,6.7,8.2
2022-11-28 23:00:00 UTC+0000,33.65,30.9,30.9,69.95
2022-11-29 03:00:00 UTC+0000,29.71,50.02,50.02,29.73
2022-11-29 07:00:00 UTC+0000,4.9,6.86,6.86,4.69
2022-11-29 11:00:00 UTC+0000,5.32,6.97,6.97,5.8
2022-11-29 15:00:00 UTC+0000,3.0,5.0,5.0,2.36
2022-11-29 19:00:00 UTC+0000,5.39,6.93,6.93,6.33
2022-11-29 23:00:00 UTC+0000,28.26,33.65,33.65,42.2
2022-11-30 03:00:00 UTC+0000,22.48,29.71,29.71,18.0
2022-11-30 07:00:00 UTC+0000,3.63,4.9,4.9,4.0
2022-11-30 11:00:00 UTC+0000,4.05,5.32,5.32,4.84
2022-11-30 15:00:00 UTC+0000,1.99,3.0,3.0,2.34
2022-11-30 19:00:00 UTC+0000,4.13,5.39,5.39,14.14
2022-11-30 23:00:00 UTC+0000,24.59,28.26,28.26,56.12
2022-12-01 03:00:00 UTC+0000,21.45,22.48,22.48,33.61
2022-12-01 07:00:00 UTC+0000,2.98,3.63,3.63,3.93
2022-12-01 11:00:00 UTC+0000,3.25,4.05,4.05,3.84
2022-12-01 15:00:00 UTC+0000,1.59,1.99,1.99,2.09
2022-12-01 19:00:00 UTC+0000,3.51,4.13,4.13,8.46
2022-12-01 23:00:00 UTC+0000,21.55,24.59,24.59,43.33
2022-12-02 03:00:00 UTC+0000,19.23,21.45,21.45,33.88
2022-12-02 07:00:00 UTC+0000,2.48,2.98,2.98,3.4
2022-12-02 11:00:00 UTC+0000,2.79,3.25,3.25,3.44
2022-12-02 15:00:00 UTC+0000,1.71,1.59,1.59,1.99
2022-12-02 19:00:00 UTC+0000,3.75,3.51,3.51,7.44
2022-12-02 23:00:00 UTC+0000,19.8,31.02,21.55,31.02
2022-12-03 03:00:00 UTC+0000,17.17,20.64,19.23,20.64
2022-12-03 07:00:00 UTC+0000,4.58,4.24,2.48,4.24
2022-12-03 11:00:00 UTC+0000,5.81,6.53,2.79,6.53
2022-12-03 15:00:00 UTC+0000,3.28,2.11,1.71,2.11
2022-12-03 19:00:00 UTC+0000,4.29,7.19,3.75,7.19
2022-12-03 23:00:00 UTC+0000,19.8,29.15,19.8,29.15
2022-12-04 03:00:00 UTC+0000,16.86,35.3,17.17,35.3
2022-12-04 07:00:00 UTC+0000,9.92,17.7,4.58,17.7
2022-12-04 11:00:00 UTC+0000,8.76,16.76,5.81,16.76
2022-12-04 15:00:00 UTC+0000,5.4,11.6,3.28,11.6
2022-12-04 19:00:00 UTC+0000,4.12,6.7,4.29,6.7
2022-12-04 23:00:00 UTC+0000,36.98,21.55,19.8,30.9
2022-12-05 03:00:00 UTC+0000,34.44,19.23,16.86,50.02
2022-12-05 07:00:00 UTC+0000,4.58,2.48,9.92,6.86
2022-12-05 11:00:00 UTC+0000,4.7,2.79,8.76,6.97
2022-12-05 15:00:00 UTC+0000,2.98,1.71,5.4,5.0
2022-12-05 19:00:00 UTC+0000,3.7,3.75,4.12,6.93
2022-12-05 23:00:00 UTC+0000,25.78,36.98,36.98,33.65
2022-12-06 03:00:00 UTC+0000,21.12,34.44,34.44,29.71
2022-12-06 07:00:00 UTC+0000,3.87,4.58,4.58,4.9
2022-12-06 11:00:00 UTC+0000,4.66,4.7,4.7,5.32
2022-12-06 15:00:00 UTC+0000,2.46,2.98,2.98,3.0
2022-12-06 19:00:00 UTC+0000,4.05,3.7,3.7,5.39
2022-12-06 23:00:00 UTC+0000,34.6,25.78,25.78,28.26
2022-12-07 03:00:00 UTC+0000,30.9,21.12,21.12,22.48
2022-12-07 07:00:00 UTC+0000,4.29,3.87,3.87,3.63
2022-12-07 11:00:00 UTC+0000,5.71,4.66,4.66,4.05
2022-12-07 15:00:00 UTC+0000,2.16,2.46,2.46,1.99
2022-12-07 19:00:00 UTC+0000,3.3,4.05,4.05,4.13
2022-12-07 23:00:00 UTC+0000,24.54,34.6,34.6,24.59
2022-12-08 03:00:00 UTC+0000,20.09,30.9,30.9,21.45
2022-12-08 07:00:00 UTC+0000,3.41,4.29,4.29,2.98
2022-12-08 11:00:00 UTC+0000,3.75,5.71,5.71,3.25
2022-12-08 15:00:00 UTC+0000,1.83,2.16,2.16,1.59
2022-12-08 19:00:00 UTC+0000,2.9,3.3,3.3,3.51
2022-12-08 23:00:00 UTC+0000,21.25,24.54,24.54,21.55
2022-12-09 03:00:00 UTC+0000,18.74,20.09,20.09,19.23
2022-12-09 07:00:00 UTC+0000,2.5,3.41,3.41,2.48
2022-12-09 11:00:00 UTC+0000,2.97,3.75,3.75,2.79
2022-12-09 15:00:00 UTC+0000,1.4,1.83,1.83,1.71
2022-12-09 19:00:00 UTC+0000,2.62,2.9,2.9,3.75
2022-12-09 23:00:00 UTC+0000,16.37,19.8,21.25,19.8
2022-12-10 03:00:00 UTC+0000,14.8,17.17,18.74,17.17
2022-12-10 07:00:00 UTC+0000,3.15,4.58,2.5,4.58
2022-12-10 11:00:00 UTC+0000,3.51,5.81,2.97,5.81
2022-12-10 15:00:00 UTC+0000,1.69,3.28,1.4,3.28
2022-12-10 19:00:00 UTC+0000,2.53,4.29,2.62,4.29
2022-12-10 23:00:00 UTC+0000,16.37,19.8,16.37,19.8
2022-12-11 03:00:00 UTC+0000,18.36,16.86,14.8,16.86
2022-12-11 07:00:00 UTC+0000,6.87,9.92,3.15,9.92
2022-12-11 11:00:00 UTC+0000,4.91,8.76,3.51,8.76
2022-12-11 15:00:00 UTC+0000,1.82,5.4,1.69,5.4
2022-12-11 19:00:00 UTC+0000,4.01,4.12,2.53,4.12
2022-12-11 23:00:00 UTC+0000,22.99,21.25,16.37,36.98
2022-12-12 03:00:00 UTC+0000,28.31,18.74,18.36,34.44
2022-12-12 07:00:00 UTC+0000,3.56,2.5,6.87,4.58
2022-12-12 11:00:00 UTC+0000,3.46,2.97,4.91,4.7
2022-12-12 15:00:00 UTC+0000,1.84,1.4,1.82,2.98
2022-12-12 19:00:00 UTC+0000,3.56,2.62,4.01,3.7
2022-12-12 23:00:00 UTC+0000,23.59,22.99,22.99,25.78
2022-12-13 03:00:00 UTC+0000,20.0,28.31,28.31,21.12
2022-12-13 07:00:00 UTC+0000,3.09,3.56,3.56,3.87
2022-12-13 11:00:00 UTC+0000,3.2,3.46,3.46,4.66
2022-12-13 15:00:00 UTC+0000,1.4,1.84,1.84,2.46
2022-12-13 19:00:00 UTC+0000,3.88,3.56,3.56,4.05
2022-12-13 23:00:00 UTC+0000,25.39,23.59,23.59,34.6
2022-12-14 03:00:00 UTC+0000,28.26,20.0,20.0,30.9
2022-12-14 07:00:00 UTC+0000,2.46,3.09,3.09,4.29
2022-12-14 11:00:00 UTC+0000,2.55,3.2,3.2,5.71
2022-12-14 15:00:00 UTC+0000,1.15,1.4,1.4,2.16
2022-12-14 19:00:00 UTC+0000,4.41,3.88,3.88,3.3
2022-12-14 23:00:00 UTC+0000,30.29,25.39,25.39,24.54
2022-12-15 03:00:00 UTC+0000,27.85,28.26,28.26,20.09
2022-12-15 07:00:00 UTC+0000,3.04,2.46,2.46,3.41
2022-12-15 11:00:00 UTC+0000,3.21,2.55,2.55,3.75
2022-12-15 15:00:00 UTC+0000,1.25,1.15,1.15,1.83
2022-12-15 19:00:00 UTC+0000,3.71,4.41,4.41,2.9
2022-12-15 23:00:00 UTC+0000,39.95,30.29,30.29,21.25
2022-12-16 03:00:00 UTC+0000,24.5,27.85,27.85,18.74
2022-12-16 07:00:00 UTC+0000,2.28,3.04,3.04,2.5
2022-12-16 11:00:00 UTC+0000,2.42,3.21,3.21,2.97
2022-12-16 15:00:00 UTC+0000,1.19,1.25,1.25,1.4
2022-12-16 19:00:00 UTC+0000,3.24,3.71,3.71,2.62
2022-12-16 23:00:00 UTC+0000,23.0,16.37,39.95,16.37
2022-12-17 03:00:00 UTC+0000,18.8,14.8,24.5,14.8
2022-12-17 07:00:00 UTC+0000,3.04,3.15,2.28,3.15
2022-12-17 11:00:00 UTC+0000,4.45,3.51,2.42,3.51
2022-12-17 15:00:00 UTC+0000,2.4,1.69,1.19,1.69
2022-12-17 19:00:00 UTC+0000,5.04,2.53,3.24,2.53
2022-12-17 23:00:00 UTC+0000,20.6,16.37,23.0,16.37
2022-12-18 03:00:00 UTC+0000,21.69,18.36,18.8,18.36
2022-12-18 07:00:00 UTC+0000,7.14,6.87,3.04,6.87
2022-12-18 11:00:00 UTC+0000,8.01,4.91,4.45,4.91
2022-12-18 15:00:00 UTC+0000,3.72,1.82,2.4,1.82
2022-12-18 19:00:00 UTC+0000,10.18,4.01,5.04,4.01
2022-12-18 23:00:00 UTC+0000,56.14,39.95,20.6,22.99
2022-12-19 03:00:00 UTC+0000,44.16,24.5,21.69,28.31
2022-12-19 07:00:00 UTC+0000,8.27,2.28,7.14,3.56
2022-12-19 11:00:00 UTC+0000,7.64,2.42,8.01,3.46
2022-12-19 15:00:00 UTC+0000,3.71,1.19,3.72,1.84
2022-12-19 19:00:00 UTC+0000,45.82,3.24,10.18,3.56
2022-12-19 23:00:00 UTC+0000,58.32,56.14,56.14,23.59
2022-12-20 03:00:00 UTC+0000,38.86,44.16,44.16,20.0
2022-12-20 07:00:00 UTC+0000,7.12,8.27,8.27,3.09
2022-12-20 11:00:00 UTC+0000,6.87,7.64,7.64,3.2
2022-12-20 15:00:00 UTC+0000,2.75,3.71,3.71,1.4
2022-12-20 19:00:00 UTC+0000,19.56,45.82,45.82,3.88
2022-12-20 23:00:00 UTC+0000,33.0,58.32,58.32,25.39
2022-12-21 03:00:00 UTC+0000,26.83,38.86,38.86,28.26
2022-12-21 07:00:00 UTC+0000,5.8,7.12,7.12,2.46
2022-12-21 11:00:00 UTC+0000,5.65,6.87,6.87,2.55
2022-12-21 15:00:00 UTC+0000,2.4,2.75,2.75,1.15
2022-12-21 19:00:00 UTC+0000,15.59,19.56,19.56,4.41
2022-12-21 23:00:00 UTC+0000,34.13,33.0,33.0,30.29
2022-12-22 03:00:00 UTC+0000,25.49,26.83,26.83,27.85
2022-12-22 07:00:00 UTC+0000,5.33,5.8,5.8,3.04
2022-12-22 11:00:00 UTC+0000,5.58,5.65,5.65,3.21
2022-12-22 15:00:00 UTC+0000,2.42,2.4,2.4,1.25
2022-12-22 19:00:00 UTC+0000,12.5,15.59,15.59,3.71
2022-12-22 23:00:00 UTC+0000,27.61,34.13,34.13,39.95
2022-12-23 03:00:00 UTC+0000,22.58,25.49,25.49,24.5
2022-12-23 07:00:00 UTC+0000,4.58,5.33,5.33,2.28
2022-12-23 11:00:00 UTC+0000,4.56,5.58,5.58,2.42
2022-12-23 15:00:00 UTC+0000,2.18,2.42,2.42,1.19
2022-12-23 19:00:00 UTC+0000,10.93,12.5,12.5,3.24
2022-12-23 23:00:00 UTC+0000,41.92,23.0,27.61,23.0
2022-12-24 03:00:00 UTC+0000,48.84,18.8,22.58,18.8
2022-12-24 07:00:00 UTC+0000,13.11,3.04,4.58,3.04
2022-12-24 11:00:00 UTC+0000,9.78,4.45,4.56,4.45
2022-12-24 15:00:00 UTC+0000,3.34,2.4,2.18,2.4
2022-12-24 19:00:00 UTC+0000,10.46,5.04,10.93,5.04
2022-12-24 23:00:00 UTC+0000,32.0,20.6,41.92,20.6
2022-12-25 03:00:00 UTC+0000,34.24,21.69,48.84,21.69
2022-12-25 07:00:00 UTC+0000,9.92,7.14,13.11,7.14
2022-12-25 11:00:00 UTC+0000,7.77,8.01,9.78,8.01
2022-12-25 15:00:00 UTC+0000,3.8,3.72,3.34,3.72
2022-12-25 19:00:00 UTC+0000,12.58,10.18,10.46,10.18
2022-12-25 23:00:00 UTC+0000,40.07,27.61,32.0,56.14
2022-12-26 03:00:00 UTC+0000,41.84,22.58,34.24,44.16
2022-12-26 07:00:00 UTC+0000,12.99,4.58,9.92,8.27
2022-12-26 11:00:00 UTC+0000,16.46,4.56,7.77,7.64
2022-12-26 15:00:00 UTC+0000,13.63,2.18,3.8,3.71
2022-12-26 19:00:00 UTC+0000,22.36,10.93,12.58,45.82
2022-12-26 23:00:00 UTC+0000,41.31,40.07,40.07,58.32
2022-12-27 03:00:00 UTC+0000,38.93,41.84,41.84,38.86
2022-12-27 07:00:00 UTC+0000,9.96,12.99,12.99,7.12
2022-12-27 11:00:00 UTC+0000,9.46,16.46,16.46,6.87
2022-12-27 15:00:00 UTC+0000,6.45,13.63,13.63,2.75
2022-12-27 19:00:00 UTC+0000,14.07,22.36,22.36,19.56
2022-12-27 23:00:00 UTC+0000,42.0,41.31,41.31,33.0
2022-12-28 03:00:00 UTC+0000,60.74,38.93,38.93,26.83
2022-12-28 07:00:00 UTC+0000,8.93,9.96,9.96,5.8
2022-12-28 11:00:00 UTC+0000,8.58,9.46,9.46,5.65
2022-12-28 15:00:00 UTC+0000,5.11,6.45,6.45,2.4
2022-12-28 19:00:00 UTC+0000,16.1,14.07,14.07,15.59
2022-12-28 23:00:00 UTC+0000,52.02,42.0,42.0,34.13
2022-12-29 03:00:00 UTC+0000,50.16,60.74,60.74,25.49
2022-12-29 07:00:00 UTC+0000,10.35,8.93,8.93,5.33
2022-12-29 11:00:00 UTC+0000,9.44,8.58,8.58,5.58
2022-12-29 15:00:00 UTC+0000,4.53,5.11,5.11,2.42
2022-12-29 19:00:00 UTC+0000,14.15,16.1,16.1,12.5
2022-12-29 23:00:00 UTC+0000,34.9,52.02,52.02,27.61
2022-12-30 03:00:00 UTC+0000,36.68,50.16,50.16,22.58
2022-12-30 07:00:00 UTC+0000,9.99,10.35,10.35,4.58
2022-12-30 11:00:00 UTC+0000,9.33,9.44,9.44,4.56
2022-12-30 15:00:00 UTC+0000,22.93,4.53,4.53,2.18
2022-12-30 19:00:00 UTC+0000,22.2,14.15,14.15,10.93
2022-12-30 23:00:00 UTC+0000,35.46,41.92,34.9,41.92
2022-12-31 03:00:00 UTC+0000,34.67,48.84,36.68,48.84
2022-12-31 07:00:00 UTC+0000,14.71,13.11,9.99,13.11
2022-12-31 11:00:00 UTC+0000,15.4,9.78,9.33,9.78
2022-12-31 15:00:00 UTC+0000,15.0,3.34,22.93,3.34
2022-12-31 19:00:00 UTC+0000,17.16,10.46,22.2,10.46
2022-12-31 23:00:00 UTC+0000,37.78,32.0,35.46,32.0
2023-01-01 03:00:00 UTC+0000,33.64,34.24,34.67,34.24
2023-01-01 07:00:00 UTC+0000,17.25,9.92,14.71,9.92
2023-01-01 11:00:00 UTC+0000,13.88,7.77,15.4,7.77
2023-01-01 15:00:00 UTC+0000,12.5,3.8,15.0,3.8
2023-01-01 19:00:00 UTC+0000,14.05,12.58,17.16,12.58
2023-01-01 23:00:00 UTC+0000,31.49,34.9,37.78,40.07
2023-01-02 03:00:00 UTC+0000,36.0,36.68,33.64,41.84
2023-01-02 07:00:00 UTC+0000,10.67,9.99,17.25,12.99
2023-01-02 11:00:00 UTC+0000,9.5,9.33,13.88,16.46
2023-01-02 15:00:00 UTC+0000,7.87,22.93,12.5,13.63
2023-01-02 19:00:00 UTC+0000,11.59,22.2,14.05,22.36
2023-01-02 23:00:00 UTC+0000,26.4,31.49,31.49,41.31
2023-01-03 03:00:00 UTC+0000,33.24,36.0,36.0,38.93
2023-01-03 07:00:00 UTC+0000,7.94,10.67,10.67,9.96
2023-01-03 11:00:00 UTC+0000,8.43,9.5,9.5,9.46
2023-01-03 15:00:00 UTC+0000,7.29,7.87,7.87,6.45
2023-01-03 19:00:00 UTC+0000,10.66,11.59,11.59,14.07
2023-01-03 23:00:00 UTC+0000,35.96,26.4,26.4,42.0
2023-01-04 03:00:00 UTC+0000,53.5,33.24,33.24,60.74
2023-01-04 07:00:00 UTC+0000,9.68,7.94,7.94,8.93
2023-01-04 11:00:00 UTC+0000,9.2,8.43,8.43,8.58
2023-01-04 15:00:00 UTC+0000,7.83,7.29,7.29,5.11
2023-01-04 19:00:00 UTC+0000,12.49,10.66,10.66,16.1
2023-01-04 23:00:00 UTC+0000,42.41,35.96,35.96,52.02
2023-01-05 03:00:00 UTC+0000,48.91,53.5,53.5,50.16
2023-01-05 07:00:00 UTC+0000,10.0,9.68,9.68,10.35
2023-01-05 11:00:00 UTC+0000,7.38,9.2,9.2,9.44
2023-01-05 15:00:00 UTC+0000,5.9,7.83,7.83,4.53
2023-01-05 19:00:00 UTC+0000,9.83,12.49,12.49,14.15
2023-01-05 23:00:00 UTC+0000,25.06,42.41,42.41,34.9
2023-01-06 03:00:00 UTC+0000,29.71,48.91,48.91,36.68
2023-01-06 07:00:00 UTC+0000,7.34,10.0,10.0,9.99
2023-01-06 11:00:00 UTC+0000,6.7,7.38,7.38,9.33
2023-01-06 15:00:00 UTC+0000,4.99,5.9,5.9,22.93
2023-01-06 19:00:00 UTC+0000,7.97,9.83,9.83,22.2
2023-01-06 23:00:00 UTC+0000,19.2,35.46,25.06,35.46
2023-01-07 03:00:00 UTC+0000,21.51,34.67,29.71,34.67
2023-01-07 07:00:00 UTC+0000,6.12,14.71,7.34,14.71
2023-01-07 11:00:00 UTC+0000,5.98,15.4,6.7,15.4
2023-01-07 15:00:00 UTC+0000,4.82,15.0,4.99,15.0
2023-01-07 19:00:00 UTC+0000,11.86,17.16,7.97,17.16
2023-01-07 23:00:00 UTC+0000,27.18,37.78,19.2,37.78
2023-01-08 03:00:00 UTC+0000,27.01,33.64,21.51,33.64
2023-01-08 07:00:00 UTC+0000,8.27,17.25,6.12,17.25
2023-01-08 11:00:00 UTC+0000,6.0,13.88,5.98,13.88
2023-01-08 15:00:00 UTC+0000,4.79,12.5,4.82,12.5
2023-01-08 19:00:00 UTC+0000,8.08,14.05,11.86,14.05
2023-01-08 23:00:00 UTC+0000,30.7,25.06,27.18,31.49
2023-01-09 03:00:00 UTC+0000,32.52,29.71,27.01,36.0
2023-01-09 07:00:00 UTC+0000,6.73,7.34,8.27,10.67
2023-01-09 11:00:00 UTC+0000,5.04,6.7,6.0,9.5
2023-01-09 15:00:00 UTC+0000,4.19,4.99,4.79,7.87
2023-01-09 19:00:00 UTC+0000,7.19,7.97,8.08,11.59
2023-01-09 23:00:00 UTC+0000,22.92,30.7,30.7,26.4
2023-01-10 03:00:00 UTC+0000,21.65,32.52,32.52,33.24
2023-01-10 07:00:00 UTC+0000,5.27,6.73,6.73,7.94
2023-01-10 11:00:00 UTC+0000,4.39,5.04,5.04,8.43
2023-01-10 15:00:00 UTC+0000,3.63,4.19,4.19,7.29
2023-01-10 19:00:00 UTC+0000,9.44,7.19,7.19,10.66
2023-01-10 23:00:00 UTC+0000,38.46,22.92,22.92,35.96
2023-01-11 03:00:00 UTC+0000,40.74,21.65,21.65,53.5
2023-01-11 07:00:00 UTC+0000,5.8,5.27,5.27,9.68
2023-01-11 11:00:00 UTC+0000,4.14,4.39,4.39,9.2
2023-01-11 15:00:00 UTC+0000,3.09,3.63,3.63,7.83
2023-01-11 19:00:00 UTC+0000,7.72,9.44,9.44,12.49
2023-01-11 23:00:00 UTC+0000,39.2,38.46,38.46,42.41
2023-01-12 03:00:00 UTC+0000,32.49,40.74,40.74,48.91
2023-01-12 07:00:00 UTC+0000,5.35,5.8,5.8,10.0
2023-01-12 11:00:00 UTC+0000,3.9,4.14,4.14,7.38
2023-01-12 15:00:00 UTC+0000,2.88,3.09,3.09,5.9
2023-01-12 19:00:00 UTC+0000,7.24,7.72,7.72,9.83
2023-01-12 23:00:00 UTC+0000,68.92,39.2,39.2,25.06
2023-01-13 03:00:00 UTC+0000,36.0,32.49,32.49,29.71
2023-01-13 07:00:00 UTC+0000,4.94,5.35,5.35,7.34
2023-01-13 11:00:00 UTC+0000,13.62,3.9,3.9,6.7
2023-01-13 15:00:00 UTC+0000,2.71,2.88,2.88,4.99
2023-01-13 19:00:00 UTC+0000,11.3,7.24,7.24,7.97
2023-01-13 23:00:00 UTC+0000,36.61,19.2,68.92,19.2
2023-01-14 03:00:00 UTC+0000,29.4,21.51,36.0,21.51
2023-01-14 07:00:00 UTC+0000,7.73,6.12,4.94,6.12
2023-01-14 11:00:00 UTC+0000,12.0,5.98,13.62,5.98
2023-01-14 15:00:00 UTC+0000,7.5,4.82,2.71,4.82
2023-01-14 19:00:00 UTC+0000,18.35,11.86,11.3,11.86
2023-01-14 23:00:00 UTC+0000,50.0,27.18,36.61,27.18
2023-01-15 03:00:00 UTC+0000,42.5,27.01,29.4,27.01
2023-01-15 07:00:00 UTC+0000,14.23,8.27,7.73,8.27
2023-01-15 11:00:00 UTC+0000,27.42,6.0,12.0,6.0
2023-01-15 15:00:00 UTC+0000,14.38,4.79,7.5,4.79
2023-01-15 19:00:00 UTC+0000,11.85,8.08,18.35,8.08
2023-01-15 23:00:00 UTC+0000,33.4,68.92,50.0,30.7
2023-01-16 03:00:00 UTC+0000,30.86,36.0,42.5,32.52
2023-01-16 07:00:00 UTC+0000,7.19,4.94,14.23,6.73
2023-01-16 11:00:00 UTC+0000,10.95,13.62,27.42,5.04
2023-01-16 15:00:00 UTC+0000,7.03,2.71,14.38,4.19
2023-01-16 19:00:00 UTC+0000,10.81,11.3,11.85,7.19
2023-01-16 23:00:00 UTC+0000,30.3,33.4,33.4,22.92
2023-01-17 03:00:00 UTC+0000,23.27,30.86,30.86,21.65
2023-01-17 07:00:00 UTC+0000,5.25,7.19,7.19,5.27
2023-01-17 11:00:00 UTC+0000,6.67,10.95,10.95,4.39
2023-01-17 15:00:00 UTC+0000,4.17,7.03,7.03,3.63
2023-01-17 19:00:00 UTC+0000,8.0,10.81,10.81,9.44
2023-01-17 23:00:00 UTC+0000,22.0,30.3,30.3,38.46
2023-01-18 03:00:00 UTC+0000,16.44,23.27,23.27,40.74
2023-01-18 07:00:00 UTC+0000,3.85,5.25,5.25,5.8
2023-01-18 11:00:00 UTC+0000,5.41,6.67,6.67,4.14
2023-01-18 15:00:00 UTC+0000,2.93,4.17,4.17,3.09
2023-01-18 19:00:00 UTC+0000,6.71,8.0,8.0,7.72
2023-01-18 23:00:00 UTC+0000,23.77,22.0,22.0,39.2
2023-01-19 03:00:00 UTC+0000,50.0,16.44,16.44,32.49
2023-01-19 07:00:00 UTC+0000,677.32,3.85,3.85,5.35
2023-01-19 11:00:00 UTC+0000,875.0,5.41,5.41,3.9
2023-01-19 15:00:00 UTC+0000,127.0,2.93,2.93,2.88
2023-01-19 19:00:00 UTC+0000,53.83,6.71,6.71,7.24
2023-01-19 23:00:00 UTC+0000,19.0,23.77,23.77,68.92
2023-01-20 03:00:00 UTC+0000,22.4,50.0,50.0,36.0
2023-01-20 07:00:00 UTC+0000,49.96,677.32,677.32,4.94
2023-01-20 11:00:00 UTC+0000,49.9,875.0,875.0,13.62
2023-01-20 15:00:00 UTC+0000,14.31,127.0,127.0,2.71
2023-01-20 19:00:00 UTC+0000,12.4,53.83,53.83,11.3
2023-01-20 23:00:00 UTC+0000,15.99,36.61,19.0,36.61
2023-01-21 03:00:00 UTC+0000,16.15,29.4,22.4,29.4
2023-01-21 07:00:00 UTC+0000,15.98,7.73,49.96,7.73
2023-01-21 11:00:00 UTC+0000,16.59,12.0,49.9,12.0
2023-01-21 15:00:00 UTC+0000,6.8,7.5,14.31,7.5
2023-01-21 19:00:00 UTC+0000,8.1,18.35,12.4,18.35
2023-01-21 23:00:00 UTC+0000,19.42,50.0,15.99,50.0
2023-01-22 03:00:00 UTC+0000,17.32,42.5,16.15,42.5
2023-01-22 07:00:00 UTC+0000,11.5,14.23,15.98,14.23
2023-01-22 11:00:00 UTC+0000,9.94,27.42,16.59,27.42
2023-01-22 15:00:00 UTC+0000,5.0,14.38,6.8,14.38
2023-01-22 19:00:00 UTC+0000,6.25,11.85,8.1,11.85
2023-01-22 23:00:00 UTC+0000,16.12,19.0,19.42,33.4
2023-01-23 03:00:00 UTC+0000,14.4,22.4,17.32,30.86
2023-01-23 07:00:00 UTC+0000,5.97,49.96,11.5,7.19
2023-01-23 11:00:00 UTC+0000,6.0,49.9,9.94,10.95
2023-01-23 15:00:00 UTC+0000,3.59,14.31,5.0,7.03
2023-01-23 19:00:00 UTC+0000,4.97,12.4,6.25,10.81
2023-01-23 23:00:00 UTC+0000,14.27,16.12,16.12,30.3
2023-01-24 03:00:00 UTC+0000,11.84,14.4,14.4,23.27
2023-01-24 07:00:00 UTC+0000,4.19,5.97,5.97,5.25
2023-01-24 11:00:00 UTC+0000,4.3,6.0,6.0,6.67
2023-01-24 15:00:00 UTC+0000,2.74,3.59,3.59,4.17
2023-01-24 19:00:00 UTC+0000,4.0,4.97,4.97,8.0
2023-01-24 23:00:00 UTC+0000,12.36,14.27,14.27,22.0
2023-01-25 03:00:00 UTC+0000,9.85,11.84,11.84,16.44
2023-01-25 07:00:00 UTC+0000,3.58,4.19,4.19,3.85
2023-01-25 11:00:00 UTC+0000,3.61,4.3,4.3,5.41
2023-01-25 15:00:00 UTC+0000,2.44,2.74,2.74,2.93
2023-01-25 19:00:00 UTC+0000,3.3,4.0,4.0,6.71
2023-01-25 23:00:00 UTC+0000,10.52,12.36,12.36,23.77
2023-01-26 03:00:00 UTC+0000,8.38,9.85,9.85,50.0
2023-01-26 07:00:00 UTC+0000,2.96,3.58,3.58,677.32
2023-01-26 11:00:00 UTC+0000,2.98,3.61,3.61,875.0
2023-01-26 15:00:00 UTC+0000,2.07,2.44,2.44,127.0
2023-01-26 19:00:00 UTC+0000,3.23,3.3,3.3,53.83
2023-01-26 23:00:00 UTC+0000,9.74,10.52,10.52,19.0
2023-01-27 03:00:00 UTC+0000,10.96,8.38,8.38,22.4
2023-01-27 07:00:00 UTC+0000,2.4,2.96,2.96,49.96
2023-01-27 11:00:00 UTC+0000,2.43,2.98,2.98,49.9
2023-01-27 15:00:00 UTC+0000,1.81,2.07,2.07,14.31
2023-01-27 19:00:00 UTC+0000,2.45,3.23,3.23,12.4
2023-01-27 23:00:00 UTC+0000,8.03,15.99,9.74,15.99
2023-01-28 03:00:00 UTC+0000,7.03,16.15,10.96,16.15
2023-01-28 07:00:00 UTC+0000,2.35,15.98,2.4,15.98
2023-01-28 11:00:00 UTC+0000,2.37,16.59,2.43,16.59
2023-01-28 15:00:00 UTC+0000,2.02,6.8,1.81,6.8
2023-01-28 19:00:00 UTC+0000,3.39,8.1,2.45,8.1
2023-01-28 23:00:00 UTC+0000,7.52,19.42,8.03,19.42
2023-01-29 03:00:00 UTC+0000,6.79,17.32,7.03,17.32
2023-01-29 07:00:00 UTC+0000,4.46,11.5,2.35,11.5
2023-01-29 11:00:00 UTC+0000,4.65,9.94,2.37,9.94
2023-01-29 15:00:00 UTC+0000,3.72,5.0,2.02,5.0
2023-01-29 19:00:00 UTC+0000,11.98,6.25,3.39,6.25
2023-01-29 23:00:00 UTC+0000,42.04,9.74,7.52,16.12
2023-01-30 03:00:00 UTC+0000,37.75,10.96,6.79,14.4
